"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Glutamine synthetases",4082.20505965721,-0.0978740783965197,0.0922654843678931,-1.06078756392004,0.288786455127364,0.407803645173666
"Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis",48369.8780692531,0.078826020972922,0.0509850736303118,1.54606074602309,0.122089897810711,0.20255905105118
"Glutaredoxins",28161.3875682443,0.196349226913983,0.0280467141313863,7.00079253470387,2.54518601258945e-12,2.00279809680314e-11
"Glutathione analogs: mycothiol",7.60500681508081,1.09541016828509,0.565973415349014,1.93544456078312,0.0529357655839926,0.0988538601167522
"Glutathione-dependent pathway of formaldehyde detoxification",4522.6014148867,-0.0177929205556383,0.236967792105656,-0.0750858181929846,0.940146431412597,0.956066914653987
"Glutathione-regulated potassium-efflux system and associated functions",44485.4273445864,0.111831824936279,0.0428160914926178,2.61191110719577,0.00900376619284669,0.0206706181610424
"Glutathione: Biosynthesis and gamma-glutamyl cycle",13921.4040380588,0.162495659427555,0.116930962900384,1.38967178065564,0.164628567703973,0.261982141911064
"Glutathione: Non-redox reactions",17031.6695122785,0.217951699217651,0.0426471781903596,5.11057726363051,3.21175925730527e-07,1.62151208521474e-06
"Glutathione: Redox cycle",9765.37177271442,0.372842606290859,0.0603210429307331,6.18097082172461,6.37085921423166e-10,4.15380020767904e-09
"Glutathionylspermidine and Trypanothione",5468.41219958274,-0.0312772893958845,0.196716752070697,-0.15899657282184,0.873671573976733,0.915389592201517
"Glycerate metabolism",10957.2452756608,-0.0102434172884975,0.099507380229383,-0.102941281992195,0.918009573428302,0.943009602400417
"Glycerol and Glycerol-3-phosphate Uptake and Utilization",35079.3991942063,0.246757295267577,0.053692180932392,4.59577709421578,4.31139415434959e-06,1.86337148867912e-05
"Glycerol fermentation to 1,3-propanediol",6990.02653087291,-3.0822114402884,0.15404868317073,-20.0080349721161,4.68766072260151e-89,8.91436814081387e-87
"Glycerolipid and Glycerophospholipid Metabolism in Bacteria",61293.5331456384,0.182845861476651,0.0413785870268272,4.41885222804022,9.92264612522214e-06,4.01480114499236e-05
"Glycine Biosynthesis",5799.78541743551,0.285474260335123,0.0654953994840835,4.3586917949023,1.30842225166115e-05,5.18371454564365e-05
"Glycine and Serine Utilization",46817.2430155324,0.112393398339959,0.0484414305923441,2.32019155845744,0.0203305170553569,0.0423305108762084
"Glycine cleavage system",12646.5054500177,0.0789808898771892,0.0645969987439654,1.22267119855266,0.22145390947302,0.334231363371316
"Glycine reductase, sarcosine reductase and betaine reductase",2789.57063898636,-0.281045225403538,0.169802952121811,-1.65512567297372,0.0978990081876261,0.167974087732453
"Glycogen metabolism",34650.6582282565,0.260897730620895,0.0760177395171354,3.43206378245548,0.000599006662492431,0.00173029519469333
"Glycolate, glyoxylate interconversions",9151.91848077279,0.0115119742221518,0.0707308792427621,0.162757403066353,0.870709448392533,0.91480615158
"Glycolysis and Gluconeogenesis",29688.7149181556,-0.110925621295075,0.0466199078691341,-2.37936165825236,0.0173426513954546,0.0374063615164721
"Glycolysis and Gluconeogenesis in plants",3.46283847154868,0.483487429295029,0.658890283939176,0.73379049756888,0.463076432861809,0.602535649135726
"Glycolysis and Gluconeogenesis, including Archaeal enzymes",20730.7609185133,0.0782313056933782,0.0344013876385601,2.27407413082633,0.0229615297826205,0.0472908041190794
"Glycolysis test",11958.0330269733,0.123056091866728,0.150696050813228,0.816584716073569,0.414165792375652,0.554321265485469
"Glyoxylate bypass",19574.9411593046,0.379441177862656,0.0505606259729682,7.50467721791105,6.1580149633872e-14,5.44674036684092e-13
"Gram Positive Competence",665.611434327392,-5.60123900959966,0.578969112914295,-9.67450401871234,3.86963384570128e-22,6.6897760877957e-21
"Gram-Positive Extracellular Nucleases",4.14511538635422,-4.46383669320551,1.1522396341845,-3.87405237658292,0.000107040391685626,0.000357114289220173
"GroEL GroES",3291.43779718267,0.0418371153013842,0.043273730864215,0.966801670802579,0.333643189061593,0.462559998443837
"Group II intron-associated genes",1457.92153438436,-6.06370828758778,0.56952669566615,-10.6469254799291,1.80219201829004e-26,4.78209556481148e-25
"Gycosylglycerates",12.2989505142863,2.03095011124756,0.444720173376126,4.56680454999253,4.95215353479006e-06,2.11625737198332e-05
"HMG CoA Synthesis",1495.11963932093,-5.84591558908455,0.62476928302948,-9.35691902255174,8.20956604877379e-21,1.24894864822012e-19
"HMG-CoA",2201.23429798836,-2.69369567264331,0.458094613651695,-5.8802168643079,4.09729307265748e-09,2.42228569735864e-08
"HPr catabolite repression system",1785.17327136105,0.619890624509239,0.220592465706865,2.81011693904805,0.00495235024860463,0.0119463670901858
"Head-to-head olefinic hydrocarbon biosynthesis",11.2418201479523,-2.7208319944136,0.776379532812525,-3.50451277940966,0.000457443612475183,0.00135426024010955
"Heat shock Cell division Proteases and a Methyltransferase",329.900568480971,-2.67580393114105,0.319594008780379,-8.37250967673747,5.64038906290356e-17,6.5006908290636e-16
"Heat shock dnaK gene cluster extended",23534.7182252911,-0.0478595765332054,0.0461561374691481,-1.03690601418275,0.299779660791266,0.419691525107773
"Heat shock protein Hsp22.5 involved in pathogenesis of Mycobacterium tuberculosis",0.594021568383264,1.84169201965344,3.13506208541303,0.587449935432716,0.556901565004355,0.693695071692106
"Heme and Siroheme biosynthesis in plants",306.928078259902,-0.059699594346452,0.168920843482982,-0.353417571896429,0.723775414253518,0.80963504672869
"Heme biosynthesis orphans",18.2325528431875,-3.90734296069277,0.629150453785413,-6.21050646500124,5.28141035573313e-10,3.46326966430546e-09
"Heme, hemin uptake and utilization systems in GramPositives",2213.7226742411,-0.524668600406521,0.262144855061416,-2.00144534701472,0.0453444179461159,0.0866632845502819
"Hemin transport system",15438.6200409866,-0.153143396622062,0.113031834094244,-1.35486960686114,0.175459104577506,0.275376668944889
"Heterocyst formation in cyanobacteria",0.466705245546371,0.308365744185628,3.1300541380148,0.0985177030775596,0.921521215316797,0.943009602400417
"Hexose Phosphate Uptake System",10348.112844701,-0.100762942082294,0.483820445703278,-0.208265159062937,0.835021934199924,0.892853988597228
"Hfl operon",7541.62134525263,0.330235591745625,0.046054324408205,7.17056641236475,7.46881028556117e-13,6.08708038273235e-12
"High affinity phosphate transporter and control of PHO regulon",17392.9833217177,-0.10151651151727,0.071102130747886,-1.42775624934824,0.153362029615574,0.245766960381137
"Histidine Biosynthesis",15693.3489903209,0.142379063822864,0.108282124050784,1.31488983127159,0.188546930745904,0.292696663919832
"Histidine Biosynthesis in plants",37.7162629423934,0.606222182368879,0.219455192889852,2.76239616108401,0.00573788101261088,0.013667896107284
"Histidine Degradation",10532.7521309965,0.204218948192359,0.0812811918042095,2.51249943140945,0.0119879298278357,0.0269787533206321
"Homogentisate pathway of aromatic compound degradation",4621.19523500978,-0.632691365444562,0.172454072071562,-3.66875283282391,0.000243736577108013,0.000749604944690682
"Housecleaning nucleoside triphosphate pyrophosphatases",9092.50616582892,0.378387761292902,0.123081857711751,3.07427730071363,0.00211013196724795,0.00549694195120983
"HtrA and Sec secretion",2004.85707412945,-0.923363559701903,0.201031500039204,-4.59312873615247,4.36649505910638e-06,1.8800644763926e-05
"Hydantoin metabolism",4762.17703394591,-0.274944303273367,0.250422499475868,-1.09792172767552,0.272238669375331,0.390796935812803
"Hydrogenases",4256.02919121337,-2.38311918715005,0.13117736351391,-18.1671526497584,9.3948850159535e-74,1.19106264480033e-71
"Hydroxyaromatic decarboxylase family",1968.92687912894,-5.50139296881276,0.778552694692434,-7.06617934317994,1.59257568006344e-12,1.2618950353836e-11
"Hyperosmotic potassium uptake",2776.58493912971,-0.112144713167121,0.082894704165878,-1.35285739053621,0.1761011940403,0.275446074445088
"Hypothetical Coupled to RecF",1754.79105795318,-0.0480976399291564,0.165756970030268,-0.290169637634988,0.771686463060786,0.843585520719348
"Hypothetical Related to Dihydroorotate dehydrogenase",0.186354713410939,0.90705001210136,3.15751628578397,0.287266930715498,0.773907941468992,0.844195947625354
"IbrA and IbrB: co-activators of prophage gene expression",1902.13204063019,-4.79106653369862,0.797884006077099,-6.00471559425602,1.91667576005099e-09,1.16325906500967e-08
"Inclusion membrane proteins supporting intracellular life styles in Chlamydiales",0.97966398268997,0.947402047534015,3.1464958765287,0.301097501700595,0.763340146038509,0.839736973565782
"Indole-pyruvate oxidoreductase complex",3.50330341838377,-1.84042124436156,0.932282091430896,-1.97410339775681,0.0483699870845468,0.0915259622943082
"Inner membrane protein YhjD and conserved cluster involved in LPS biosynthesis",12917.7383045218,0.641590256122389,0.0900548368969667,7.12443971062258,1.04504920741571e-12,8.39719116662908e-12
"Inorganic Sulfur Assimilation",24458.7520094946,0.157966604592305,0.0686089724887552,2.30241904028215,0.0213115522343164,0.0442923152993715
"Inositol catabolism",13567.0941064823,-0.804852800991464,0.217054080465383,-3.70807496116078,0.000208840840279605,0.00064928446528346
"Integrons",503.207626683835,-2.68634975188513,0.623946994660219,-4.30541340029698,1.66674184559248e-05,6.46854573408509e-05
"Inteins",335.641353391447,-3.57829701158948,0.704085888339357,-5.08218822568534,3.73111406225889e-07,1.86548971117054e-06
"Intracellular septation in Enterobacteria",1951.62162830635,0.128384038114324,0.0639125318778298,2.00874592732036,0.0445640853642897,0.0856020562300581
"Iojap",15495.5447796559,-0.0940030361352482,0.148197350466192,-0.634309829693567,0.525878642760467,0.663747269236386
"IojapClusters",28575.1765764104,0.131253081723612,0.0595980816194,2.20230380168625,0.0276438558377368,0.0558259106386862
"Iron Scavenging cluster in Thermus",3.477790904408,-3.80213140087207,1.25408663235072,-3.03179326116026,0.0024310564418539,0.00628987619082835
"Iron acquisition in Streptococcus",8137.00158040828,0.236709317534299,0.101018800987574,2.34322042253715,0.0191180845703185,0.0403211358497846
"Iron acquisition in Vibrio",638.855633147369,-0.348388561868918,0.188178095574838,-1.85137680772396,0.0641153632095039,0.117424766327518
"Iron siderophore sensor & receptor system",148.383440261353,-6.99951159948507,0.932567932668177,-7.50563187333573,6.11329925500042e-14,5.44674036684092e-13
"Iron(III) dicitrate transport system Fec",2542.9844067784,-5.64239743445995,0.766553211379918,-7.3607381075382,1.82896080731742e-13,1.56481248798092e-12
"Isobutyryl-CoA to Propionyl-CoA Module",46.3340175848799,-6.83406483720405,0.901285555388083,-7.58257446416234,3.38764533601674e-14,3.14252303121553e-13
"Isoleucine degradation",12119.8449763038,-0.362963565450833,0.268938208350813,-1.34961695356195,0.177138883170234,0.276491745139858
"Isoprenoid Biosynthesis",18615.7607507952,0.0416492435657574,0.101399760150809,0.410743018561521,0.681260979441465,0.782290258127555
"Isoprenoid Biosynthesis: Interconversions",1655.77395323236,0.0290306821921249,0.275876198199523,0.105230833183836,0.916192645197709,0.943009602400417
"Isoprenoid scratch",59.1800776948146,-6.21651301845919,1.07272773995878,-5.79505198467048,6.8300021574473e-09,3.97603697022825e-08
"Isoprenoinds for Quinones",5346.20270015941,0.12483249758785,0.0548613544040679,2.27541771332197,0.0228808837761902,0.0472099247534051
"KDO2-Lipid A biosynthesis",36363.6031675885,0.278307351062758,0.0550084189242729,5.05935921273958,4.20667738149771e-07,2.0688874535728e-06
"Ketoisovalerate oxidoreductase",3577.93022634151,0.259654718263129,0.0642247743269422,4.04290588770826,5.27928146560915e-05,0.00018477485129632
"Khodge314 Isoleucine Biosynthesis",10830.6602448832,0.198716992535188,0.142390891076182,1.39557376903324,0.162842886049539,0.259865360814718
"L-2-amino-thiazoline-4-carboxylic acid-Lcysteine conversion",1222.70710631255,0.21005076846685,0.701823191294202,0.299293000106628,0.76471649506181,0.839789721718504
"L-Arabinose utilization",24973.6589816089,0.3163064893714,0.0826138835118078,3.82873284641305,0.000128804732286291,0.000418707121192759
"L-Cystine Uptake and Metabolism",10355.3057596709,0.394094461812337,0.0658360749386888,5.98599570492842,2.1507004298229e-09,1.29838581504123e-08
"L-ascorbate utilization (and related gene clusters)",17700.2087203072,0.180135356935301,0.238002585780153,0.756863024596273,0.449131929570285,0.590999750314371
"L-fucose utilization",4575.63481839879,-2.0984185860954,0.554207263053131,-3.78634263025569,0.000152880840123902,0.00048999168140835
"L-fucose utilization temp",441.483482549014,-3.81035270264316,0.75412211909355,-5.0526998296021,4.35608216422534e-07,2.12405544845347e-06
"L-rhamnose utilization",25491.6721715103,0.414902756091754,0.305356815499565,1.35874732454545,0.174226670273114,0.274196732112584
"LMPTP YwlE cluster",842.081275209285,-4.64150693748007,0.521011240593922,-8.90865028591136,5.16575764658448e-19,6.77486146523321e-18
"LOS core oligosaccharide biosynthesis",25052.6130881971,0.232364377662662,0.0534276884843222,4.34913776460396,1.36673837055869e-05,5.35892948731086e-05
"Lactate Racemization",2.91183663238326,1.50264728232158,1.72611231717041,0.870538531805879,0.384006171520733,0.522230085465025
"Lactate utilization",12322.1012034863,-0.17278122449039,0.0781767075255213,-2.21013688039988,0.0270956639727895,0.0551090064045505
"Lacto-N-Biose I and Galacto-N-Biose Metabolic Pathway",1926.1334887362,-0.298837482479626,0.353346004052463,-0.84573613130561,0.397699962180828,0.537012611654822
"Lactose and Galactose Uptake and Utilization",35712.85290082,0.0205408418538374,0.066668032273228,0.30810631652745,0.758001434992067,0.837731802925574
"Lactose utilization",17251.4266381904,-0.207164514879727,0.178167369923246,-1.16275227595812,0.244930025123591,0.363103847185679
"Late competence",641.218954012212,-5.48787134652145,0.575591684312049,-9.5343131183012,1.50881059808389e-21,2.45936127487674e-20
"Legionaminic Acid Biosynthesis",1966.17205931514,-0.886538544484043,0.207761394498799,-4.26709950913989,1.98030841694102e-05,7.55696288872809e-05
"Legionella pneumophila Potential Resistome",224.04649416535,0.240967566849909,0.10036522180364,2.40090703253115,0.0163544909056738,0.0356115918384996
"Legionella pneumophila Virulome",70.0325624464877,-0.0738746429401228,0.172035624204539,-0.42941479871803,0.667621386061273,0.774142277943
"Leucine Biosynthesis",15223.1518620339,0.348787484750278,0.0665551542409284,5.24057811492216,1.60074307277648e-07,8.37820112861454e-07
"Leucine Degradation and HMG-CoA Metabolism",3725.04174272157,-1.24550209418885,0.392156182746951,-3.17603584741272,0.00149302500472117,0.00399892378025083
"Lipid A biosynthesis in plants",0.0422383522997625,0.909041479164335,3.16014321320156,0.287658317308784,0.77360829987836,NA
"Lipid A modifications",14849.2312579667,0.109189183263543,0.0954118261593197,1.14439884088601,0.252458268709183,0.369775204874426
"Lipid A-Ara4N pathway ( Polymyxin resistance )",14792.8206677237,-0.35908386451267,0.267217642854126,-1.34378800994324,0.17901694780773,0.27904144460194
"Lipid-linked oligosaccharide synthesis related cluster",33.5629507067699,-1.92742658001439,0.508661972346322,-3.78920911096163,0.000151127661467486,0.000485737075308174
"Lipoate  transport",10331.1340191379,0.112717830760032,0.0921209584289017,1.22358508511423,0.221108788883559,0.334231363371316
"Lipoic acid metabolism",11029.5642286273,0.146869445950406,0.0950084085424153,1.54585734256182,0.122139024647863,0.20255905105118
"Lipopolysaccharide assembly",37498.0689162857,0.253594310464149,0.0693173185211947,3.6584552875716,0.000253739996727827,0.000778272409318417
"Lipopolysaccharide assembly cluster",8997.74268166061,0.190463688516535,0.0487427021325122,3.90753241374964,9.32435355638279e-05,0.000315699923081091
"Lipopolysaccharide-related cluster in Alphaproteobacteria",479.280911519032,-1.20890495902252,0.459469615166456,-2.6310879307755,0.00851120116710536,0.0196983377924284
"Lipoprotein Biosynthesis",3631.92969721169,-0.0675771880702912,0.114148686365715,-0.592010212485356,0.5538437497831,0.69139575328503
"Lipoprotein sorting system",5733.37873052959,0.0501516821303411,0.0575899096669468,0.870841479355978,0.383840713453575,0.522230085465025
"Listeria Pathogenicity Island LIPI-1 extended",193.973223565587,1.78035940052016,0.749945496591232,2.37398505439732,0.017597262760846,0.0377414977633935
"Listeria phi-A118-like prophages",8.27706278430415,-4.13593359462955,1.18841041286081,-3.48022328807544,0.000500996051355079,0.00146573460152858
"Listeria surface proteins: Internalin-like proteins",584.508936195767,-6.60062622937745,0.370275819260766,-17.8262416448236,4.42163942625942e-71,5.045090585362e-69
"Listeria surface proteins: LPXTG motif",17.4600151933945,-6.21725027875609,1.01064288572186,-6.1517776126385,7.66192653046652e-10,4.85681009514572e-09
"Lysine Biosynthesis DAP Pathway",22925.6160399087,0.0393783162296644,0.0989548653142617,0.397942194197389,0.690672796528973,0.787947990953505
"Lysine degradation",9612.42477039302,-0.160207823226689,0.229924011381061,-0.696785960998091,0.485936753237926,0.626501508976806
"Lysine fermentation",16998.3675347299,-0.0976918353918308,0.0966255035556708,-1.01103571828265,0.311999334676704,0.435197115973251
"Lysine fermentation MCB 432",19746.652327863,0.144641101868032,0.089522819652989,1.61568974735932,0.106161408781645,0.180183831760956
"Lysozyme inhibitors",576.79892310625,-1.36041944386356,0.28848194005222,-4.71578721225081,2.40777974184065e-06,1.06483592458922e-05
"MLST",6680.08724051803,0.331018728426675,0.092550888091898,3.57661320438105,0.000348074618242157,0.00105256398466808
"MRSA analysis Oli",44.4219764907168,-4.08057842054945,0.974043799191063,-4.18931717848658,2.79795094357117e-05,0.000103651364500478
"Macromolecular synthesis operon",3179.74965397166,-0.999309280142919,0.231483304775359,-4.31698208694873,1.58176989503851e-05,6.15972508613971e-05
"Major Outer Membrane Proteins",22134.9828762133,0.274309365260244,0.0918485110116904,2.98654123228334,0.00282152786493618,0.00712248516347827
"Malonate decarboxylase",9221.02648907091,1.51906260084819,0.0652548466268646,23.2789237791696,7.24918002161895e-120,1.65426288093344e-117
"Malonate_",57.5197299461129,-3.31611664219872,0.7913190086722,-4.19061921406769,2.78194200206413e-05,0.000103394000793328
"Maltose and Maltodextrin Utilization",86250.1318815601,0.244904838476071,0.066563561544409,3.67926283981482,0.000233909097449654,0.000723279892113972
"Mammalian cell entry genes (MCE) in Streptomyces",0.659213817607789,1.20166974670049,2.30524683532869,0.521275955478822,0.602174548439044,0.732123081929029
"Mannitol Utilization",19029.7380499951,0.0691078795747513,0.0741361531863467,0.932175148082522,0.351246016655089,0.48285747590778
"Mannose Metabolism",13446.1109450831,-0.0654760231160923,0.144359291231016,-0.453562930087485,0.650143439695281,0.760834527889555
"Mannose-sensitive hemagglutinin type 4 pilus",2151.75116924081,-6.87500503963312,0.471395253031362,-14.5843747798108,3.53142391379056e-48,2.87811048973931e-46
"Marinocine, a broad-spectrum antibacterial protein",1.65647790543573,-2.43127509821202,3.11234312808299,-0.781171933221107,0.434701378831277,0.577408932766575
"MazEF toxin-antitoxing (programmed cell death) system",562.987503493542,-0.418259978210286,0.735249391718632,-0.56886817305977,0.5694456056741,0.704704377520769
"Mediator of hyperadherence YidE in Enterobacteria and its conserved region",9843.56403050895,0.234635236041787,0.102804174355891,2.28235125190071,0.0224686109277666,0.0465275591081338
"Melibiose Utilization",4346.13287277409,-1.03578339467591,0.381715288473642,-2.71349727389145,0.00665771160214749,0.0156951424339882
"Menaquinone Biosynthesis via Futalosine",1110.2397679648,0.744133552492522,0.11777285043591,6.3183794035576,2.6432044222921e-10,1.79517633680672e-09
"Menaquinone and Phylloquinone Biosynthesis",9147.76054075083,0.0555040648297125,0.139607695561861,0.397571671148447,0.690945945958671,0.787947990953505
"Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate",12924.1312978663,0.0381512339369855,0.0898129381070111,0.424785501299698,0.670993047931305,0.776151346999369
"Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate",33.5473180298675,-1.84029247003864,0.58613221819835,-3.13972242593201,0.00169107983342726,0.00448726067428024
"Mercuric reductase",1259.49039833348,-4.28920195487161,0.535398930291859,-8.01122623187435,1.13570311276417e-15,1.188841515288e-14
"Mercury resistance operon",1791.58075252904,-5.87615752511556,0.566660433077114,-10.3698038227347,3.4022249420899e-25,8.08737220609286e-24
"Metabolite repair",37071.6623065211,0.118428051969606,0.0700741652430196,1.69003871196886,0.0910205487595332,0.159814826670688
"Methanofuran",5.10296859260123,-2.44298449696793,0.869732501527505,-2.80889180601775,0.00497123503002901,0.0119666227199644
"Methanofuran erick jmorales",3.07653816197511,-2.11408313630465,1.0731479994695,-1.9699828330759,0.0488403380533046,0.0922629564881134
"Methanogenesis",1.01127666580247,0.605103726727654,1.2849302324099,0.47092341005377,0.637695429887087,0.759248814426436
"Methanopterin biosynthesis2",0.585341527611115,-1.64585429494396,1.88261776684081,-0.874237098965578,0.381989146323224,0.520728334474072
"MethanopterinAromatic",0.433845055402988,1.4769999680721,3.14259807948208,0.469993276491635,0.638359821187626,0.759248814426436
"Methicillin resistance in Staphylococci",8848.31505256811,0.274628020458348,0.0726096098710474,3.78225445565786,0.000155414371254589,0.000496716519892118
"Methionine Biosynthesis",57461.2452273507,0.0980655249378475,0.0574246124601831,1.70772636917391,0.0876871269248418,0.155294578130888
"Methionine Degradation",29542.197062898,-0.107957954608227,0.0665898929376978,-1.62123634451904,0.104966960938043,0.178577584911665
"Methionine Salvage",14585.3120855042,0.878823436054383,0.189688357959625,4.63298562709599,3.60429571296395e-06,1.58173131095841e-05
"Methylcitrate cycle",8531.01268180833,-0.988463612003076,0.118198595395053,-8.36273568818104,6.12804001175072e-17,6.99209365340758e-16
"Methylglyoxal Metabolism",14327.8699066755,0.371990656276498,0.112615496730499,3.30319242978354,0.000955907673587383,0.00266672531922544
"Methylthiotransferases",3670.62799408673,-0.0727255055075527,0.385551257069807,-0.188627333393404,0.85038490841733,0.900999275041842
"MexA-MexB-OprM Multidrug Efflux System",13.2686649593126,0.257205615545187,0.486822026825513,0.528336027074171,0.597266130535199,0.727300592252574
"MexC-MexD-OprJ Multidrug Efflux System",2.29569903679488,-3.23812577935562,1.89962639017079,-1.70461191532746,0.0882668276239813,0.155901625880747
"MexE-MexF-OprN Multidrug Efflux System",61.1274155623941,-6.42486956892146,0.650116062217383,-9.88265010251837,4.95060304637491e-23,8.82599699361527e-22
"Microbial ethylene biosynthesis",7.5165998897427,-3.39852660859011,1.2231557772156,-2.77849041953309,0.00546121237183828,0.0130360738834048
"Modification of eukaryotic initiation factor 5A",36.996377488904,-5.03612366681196,0.679689482608778,-7.40944768996919,1.26826488309241e-13,1.11314633200649e-12
"Molybdenum cofactor biosynthesis",18476.5428247469,0.238153135029507,0.0559201022298893,4.25881079491686,2.05517329134997e-05,7.76474412394143e-05
"Molybdopterin cytosine dinucleotide",3071.87516399427,-1.25120914727577,0.752572197584618,-1.66257689467074,0.0963971593402177,0.165896167129998
"Monika MRSA",4416.52368638558,-0.411985676577485,0.253114145240541,-1.6276675338945,0.103595400751405,0.176949629127774
"Muconate lactonizing enzyme family",2224.8633143629,0.170465966493202,0.114964817952631,1.48276637608767,0.138136492391465,0.224841280768418
"MukBEF Chromosome Condensation",9816.50290785672,0.215649062285004,0.075607467146518,2.85221910511965,0.00434151640487859,0.0106074308735899
"Multidrug Resistance Efflux Pumps",45214.6118592122,-0.0553789122618971,0.0772608066920438,-0.716778851179144,0.47351056317734,0.614647955159665
"Multidrug Resistance Operon mdtRP of Bacillus",109.088907554051,1.45069946773517,0.560567138914443,2.5879138590687,0.00965591242420447,0.0220347921520346
"Multidrug Resistance, 2-protein version Found in Gram-positive bacteria",147.207141481267,-0.63399903513538,0.86085831266647,-0.736473152209677,0.461442800543966,0.602153735298791
"Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria",13214.4603937408,0.0698901207555575,0.165464904648874,0.422386371925021,0.672743023520316,0.776151346999369
"Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)",9546.6523639912,-0.0139147142279671,0.100920330710721,-0.137878206799108,0.890336674343648,0.927878857288577
"Multiple Antibiotic Resistance MAR locus",1803.27860469911,0.00672446655093328,0.102272739892687,0.0657503314958526,0.947576600336652,0.960199734444157
"Murein Hydrolases",28505.2145248232,0.170172831983822,0.0593879479045087,2.86544388193791,0.00416425073907789,0.0102180862221245
"Murein hydrolase regulation and cell death",18269.7385611722,0.194876875321593,0.0489760190886513,3.97902644902288,6.91980433488833e-05,0.000237102004387615
"Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)",3.1622184098969,-0.225602364670448,0.711088541725254,-0.317263394686529,0.751043750471324,0.83198147503668
"Mycobacterial FadE proteins Acyl-CoA dehydrogenase",379.482539985059,0.59066193785301,0.134862457159939,4.37973584562916,1.18823258223663e-05,4.75709956607718e-05
"Mycobacterial MmpL2 membrane protein cluster",0.0772150868469738,0.636101464284028,3.15930858017068,0.201341986115729,0.84043117454006,NA
"Mycobacterial MmpL3 membrane protein cluster",19.5181450412649,-0.7566342607463,0.346962928553638,-2.18073516931746,0.0292030101734518,0.0584190169019754
"Mycobacterial MmpL5 membrane protein cluster",24.0019942582247,-1.79175697141726,0.466234774239495,-3.84303589182062,0.000121521688664537,0.000397295836006407
"Mycobacterial gene cluster associated with resistance against FAS-II antibiotics",74.7993930580565,-6.41767182623366,0.707165324371845,-9.07520717582454,1.13461441618406e-19,1.59826549242718e-18
"Mycobacterial virulence operon MCE involved in cell invasion",1.30533683343912,2.15627142201991,1.54258194992558,1.39783265461127,0.162163325878145,0.259143354099388
"Mycobacterium jamboree",937.347312705285,0.293549405910855,0.0877754276675133,3.34432327715676,0.000824835613820753,0.00233532862374561
"Mycobacterium virulence operon involved in DNA transcription",17655.4316937791,0.0470278806661172,0.0717186300367383,0.655727537489588,0.511999447402906,0.649101521651907
"Mycobacterium virulence operon involved in an unknown function with Superoxide dismutase",0.192751505777355,0.34567275446443,3.15298654803904,0.109633437757423,0.912700090995873,0.943009602400417
"Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD",307.297799893532,-4.8346920347626,0.547003326890645,-8.83850572215832,9.70072716942107e-19,1.24365502250668e-17
"Mycobacterium virulence operon involved in fatty acids biosynthesis",28.7114905454252,0.116090526832013,0.762590031416787,0.152231896627776,0.879004037268106,0.91844652611988
"Mycobacterium virulence operon involved in lipid metabolism",2.78202321943281,1.65960989255559,3.12152529841778,0.531666327803527,0.594957117213016,0.725262896089799
"Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)",1234.11673489428,-0.10662298562463,0.0953273011658983,-1.11849369824363,0.263356196462299,0.381816289915481
"Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)",14399.6486534188,0.30492398825078,0.0504599700881533,6.04288880310628,1.51378988794485e-09,9.28620571045741e-09
"Mycobacterium virulence operon possibly involved in quinolinate biosynthesis",3406.84965677927,-0.0839218360500192,0.317187100957894,-0.264581490850599,0.791331880292992,0.858279159139072
"MymA operon of Mycobacterium tuberculosis",14.4198730959724,-4.56499291169849,0.972774862348223,-4.692753779306,2.69551838123734e-06,1.18748512470726e-05
"Myxoxanthophyll biosynthesis in Cyanobacteria",95.4053578053573,-0.332667418550709,1.13719050972058,-0.292534466043381,0.769878011677363,0.843585520719348
"N-Acetyl-Galactosamine and Galactosamine Utilization",13548.350663662,-0.493720200516563,0.267395482723566,-1.84640441748588,0.0648335062908057,0.118549728650335
"N-heterocyclic aromatic compound degradation",97.9755745312006,-3.75393613654861,0.526349615326985,-7.13202029076539,9.89062892205924e-13,8.00369333338269e-12
"N-linked Glycosylation in Bacteria",6181.14314719575,0.0748335498848812,0.102983841098604,0.726653318487412,0.467438356889646,0.607456907985292
"NAD and NADP cofactor biosynthesis global",25510.4443213877,-0.0920738860030809,0.0573960238221544,-1.6041857932246,0.108673105296841,0.183426054946296
"NAD regulation",4212.32433918296,-0.3344362708611,0.241224416374664,-1.38641135871446,0.165621329998262,0.26282884218083
"Na(+) H(+) antiporter",2519.20055887914,-0.104012937889829,0.133981046451629,-0.776325761326101,0.437556666141128,0.579178835344579
"Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes",15331.3859484538,0.229877264431767,0.169847131011229,1.35343625213527,0.17591630258709,0.275446074445088
