#FeatureID	FAME000001_good_out	FAME000002_good_out	FAME000003_good_out	FAME000004_good_out	FAME000005_good_out	FAME000006_good_out	FAME000007_good_out	FAME000008_good_out	FAME000009_good_out	FAME000010_good_out	FAME000011_good_out	FAME000012_good_out	FAME000013_good_out	FAME000014_good_out	FAME000015_good_out	FAME000016_good_out	FAME000017_good_out	FAME000018_good_out	FAME000019_good_out	FAME000020_good_out	FAME000022_good_out	FAME000023_good_out	Name
1763536	3	0	2	7	4	0	6	1	4	3	0	0	0	2	4	2	6	10	0	2	0	3	Thalassotalea sp. LPB0090
1764262	327	4	656	0	1614	0	193	567	0	781	4	2	676	1147	6	661	0	899	2	825	488	4	SAR324 cluster bacterium lautmerah10
1766	0	3	0	0	0	2	0	3	0	0	0	1	0	0	0	4	0	2	2	0	0	0	Mycobacterium fortuitum
1766620	2	0	1	0	0	0	1	2	0	2	0	0	4	0	0	0	0	0	0	0	0	0	Halothiobacillus sp. XI15
1766621	0	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	Pseudoalteromonas sp. XI10
1766719	533	4	220	2	1234	68	186	596	2	810	10	0	697	584	4	235	0	356	2	163	410	0	Caviibacter abscessus
1768115	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	4	bacterium F082
1768242	11	0	4	0	18	0	28	19	0	52	0	180	170	33	2	25	0	29	0	29	66	1	Paucibacter sp. KCTC 42545
1769291	224	20	159	2	623	604	74	247	0	374	307	2	359	371	4	167	0	205	0	112	191	0	Oceanivirga salmonicida
1771	0	0	3	1	0	3	1	2	0	3	6	0	0	0	2	0	2	2	0	1	6	0	Mycobacterium phlei
1772274	1	1	3	1	4	0	1	0	2	0	0	0	1	0	2	1	0	2	0	0	0	0	Mycobacterium sp. GA-0227b
1772278	2	5	0	1	2	2	0	4	0	3	0	0	0	2	2	2	0	1	0	0	0	0	Mycobacterium sp. GA-1331
1772289	0	0	0	0	0	0	2	0	2	2	0	0	0	0	2	0	1	0	1	2	2	0	Alteromonas sp. W12
177413	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	Ancylobacter rudongensis
177439	73	0	79	0	94	10	51	63	0	76	0	0	58	71	2	109	0	104	4	60	82	28	Desulfotalea psychrophila LSv54
1776382	10	0	0	0	6	0	0	4	0	4	2	0	16	4	0	13	0	8	0	6	19	0	Neglecta timonensis
1776384	4	0	0	0	8	0	2	11	2	16	2	0	22	8	0	8	0	12	0	10	24	0	Emergencia timonensis
1776392	8	0	0	0	8	0	2	1	0	8	4	0	14	10	0	0	0	6	0	4	12	2	Massiliomicrobiota timonensis
1777491	0	0	0	0	0	0	4	2	2	0	0	0	2	6	2	12	0	2	0	7	0	5	Alteromonas sp. Mac1
1777492	2	0	2	1	2	0	4	2	2	4	0	0	4	5	6	4	2	5	0	9	0	0	Alteromonas sp. Mac2
1778	0	1	0	4	1	0	0	5	0	0	3	0	3	3	0	0	0	0	1	0	2	2	Mycobacterium gordonae
1778262	2	1	6	2	0	0	0	0	0	0	6	0	1	0	3	9	1	2	3	1	0	5	Candidatus Doolittlea endobia
1778263	0	3	2	1	1	0	0	0	1	0	0	2	0	0	3	0	0	0	2	0	2	0	Candidatus Hoaglandella endobia
1778264	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	Candidatus Mikella endobia
1781253	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cloacimonetes bacterium TCS62
178339	0	6	6	4	4	4	0	0	0	0	2	6	0	2	2	3	2	0	0	1	0	4	Actinomyces hongkongensis
1783515	0	0	1	0	4	2	6	2	0	0	8	2	2	0	6	0	0	0	1	3	0	10	Streptomyces sp. S10(2016)
1784	0	0	0	3	4	0	1	2	0	0	6	0	0	0	0	0	0	0	4	0	0	2	Mycobacterium simiae
178774	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Bacillus luciferensis
1791	0	1	0	2	2	0	0	0	0	0	0	0	0	1	1	2	0	0	2	0	0	0	Mycobacterium aurum
1792508	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0	Yangia sp. CCB-MM3
179408	8	0	1	0	0	0	8	0	11	0	2	2	0	0	2	0	0	0	6	0	0	1	Oscillatoria nigro-viridis PCC 7112
1794809	0	0	6	1	3	0	0	1	0	3	0	0	0	1	0	5	0	3	0	1	1	0	Idiomarina sp. T82-3
1795629	75763	403	6234	282	78747	299	28785	215660	196	215666	249	130	327598	221949	352	16261	329	68787	260	14933	204064	273	Acinetobacter sp. BMW17
1795871	0	0	0	0	0	0	2	2	0	2	0	0	4	1	0	3	0	1	0	2	3	0	Neptuniibacter sp. Phe_28
1797179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Acidobacteria bacterium RIFCSPLOWO2_02_FULL_60_20
1797187	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11
1797195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Actinobacteria bacterium GWC2_53_9
1797198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Actinobacteria bacterium RBG_13_63_9
1797322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	Bacteroidetes bacterium GWB2_41_8
1797370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Bacteroidetes bacterium RIFOXYA2_FULL_33_7
1797386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Bdellovibrionales bacterium GWB1_55_8
1797573	4	0	0	0	2	0	4	1	0	6	0	0	8	3	0	7	0	2	0	2	7	0	Burkholderiales bacterium RIFOXYC2_FULL_59_8
1797617	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Chloroflexi bacterium GWD2_49_16
1797646	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chloroflexi bacterium RBG_16_52_11
1797647	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	Chloroflexi bacterium RBG_16_54_11
1797650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	Chloroflexi bacterium RBG_16_56_8
1797669	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chloroflexi bacterium RBG_19FT_COMBO_55_16
1797671	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chloroflexi bacterium RBG_19FT_COMBO_62_14
1797676	1	0	0	0	4	0	5	4	0	16	0	0	23	3	0	2	0	15	0	1	26	0	Chromatiales bacterium RIFOXYA1_FULL_46_5
1797811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Deltaproteobacteria bacterium GWA2_57_13
1797818	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Deltaproteobacteria bacterium GWC2_55_46
1797840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Deltaproteobacteria bacterium RBG_16_49_23
1797851	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Deltaproteobacteria bacterium RBG_19FT_COMBO_46_9
1797864	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Deltaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_50_15
1797882	4	0	0	0	6	0	7	3	0	16	0	0	52	7	0	5	0	18	0	6	22	0	Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_53_8
1797896	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	Deltaproteobacteria bacterium RIFOXYA12_FULL_61_11
1797899	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Deltaproteobacteria bacterium RIFOXYB12_FULL_58_9
1797904	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Deltaproteobacteria bacterium RIFOXYD12_FULL_55_16
1797905	3	0	0	0	4	0	0	13	0	10	0	0	9	6	0	11	0	9	0	7	10	0	Deltaproteobacteria bacterium RIFOXYD12_FULL_56_24
1797914	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Desulfobacterales bacterium RIFOXYA12_FULL_46_15
1797917	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	Desulfuromonadales bacterium GWD2_54_10
1797921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Elusimicrobia bacterium GWA2_51_34
1798185	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	Pseudobutyrivibrio sp. UC1225
1798213	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Pseudovibrio sp. Tun.PHSC04-5.I4
1798256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	Gallionellales bacterium RIFCSPLOWO2_12_FULL_57_18
1798258	2	0	0	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	Gallionellales bacterium RIFOXYB12_FULL_54_9
1798259	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	Gallionellales bacterium RIFOXYD12_FULL_53_10
1798275	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_36_30
1798276	605	0	54	0	415	0	116	912	2	684	0	2	1214	783	0	72	0	356	0	93	984	0	Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_37_14
1798301	0	0	0	0	5	0	1	6	0	0	0	0	4	4	0	3	0	0	0	4	0	0	Gammaproteobacteria bacterium RIFCSPLOWO2_12_47_11
1798304	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Gammaproteobacteria bacterium RIFCSPLOWO2_12_FULL_47_76
1798311	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Gemmatimonadetes bacterium RBG_16_66_8
1798314	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Geobacteraceae bacterium GWB2_52_12
1798572	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Lentisphaerae bacterium GWF2_45_14
1799370	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bacterium SCGC AG-212-C10
1799655	0	2	0	1	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	Rhizomicrobium sp. SCGC AG-212-E05
1799661	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Gammaproteobacteria bacterium SCGC AG-212-F23
1799789	12	0	2	0	14	0	6	8	0	21	0	0	24	15	0	23	0	39	0	36	21	0	Paraglaciecola sp. S66
1801611	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Candidatus Melainabacteria bacterium RIFOXYA2_FULL_32_9
1801710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	Nitrospirae bacterium RBG_19FT_COMBO_55_12
1801893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Paenibacillus sp. RIFOXYA1_FULL_44_5
180195	4	0	0	0	0	0	7	5	0	16	0	0	33	30	4	15	0	12	0	6	20	1	Herbaspirillum autotrophicum
1801965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Planctomycetes bacterium RBG_13_63_9
180197	40	3	4	0	35	0	30	31	0	72	0	0	199	106	0	40	2	64	0	18	89	0	Giesbergeria anulus
1802006	84021	343	6924	249	85429	293	30877	228483	184	226127	217	138	346421	229213	446	18761	435	75121	267	17104	222471	330	Pseudomonadales bacterium RIFCSPHIGHO2_12_FULL_40_16
1802132	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_01_FULL_45_15
1802156	0	0	0	0	3	0	0	0	0	0	0	0	4	2	0	3	0	0	0	2	1	0	Sideroxydans sp. RIFOXYD2_FULL_59_7
1802174	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Spirochaetes bacterium GWB1_36_13
1802247	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Sulfuricurvum sp. RIFCSPLOWO2_12_FULL_43_24
1802249	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sulfuricurvum sp. RIFOXYD2_FULL_44_160
1802250	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	1	0	0	0	1	4	0	Sulfurimonas sp. GWF2_37_8
1802251	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Sulfurimonas sp. RIFCSPHIGHO2_12_FULL_36_9
1802252	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	Sulfurimonas sp. RIFCSPLOWO2_02_FULL_36_28
1802253	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	Sulfurimonas sp. RIFCSPLOWO2_12_36_12
1802255	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Sulfurimonas sp. RIFCSPLOWO2_12_FULL_36_74
1802256	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	5	0	Sulfurimonas sp. RIFOXYB12_FULL_35_9
1802257	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	Sulfurimonas sp. RIFOXYB2_FULL_37_5
1802258	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	2	0	0	0	1	1	0	Sulfurimonas sp. RIFOXYC2_FULL_36_7
1802259	0	0	0	0	0	0	2	0	0	3	0	0	7	2	0	0	0	0	0	0	2	0	Sulfurimonas sp. RIFOXYD12_FULL_33_39
1802261	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	1	0	0	0	1	1	0	Sulfurimonas sp. RIFOXYD2_FULL_34_21
1802287	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Syntrophobacterales bacterium GWC2_56_13
1802345	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	Tenericutes bacterium GWA2_38_26
1802355	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Tenericutes bacterium RIFOXYA12_FULL_35_10
1802378	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Treponema sp. GWA1_62_8
180281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Cyanobium sp. PCC 7001
180332	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	Robinsoniella peoriensis
1803424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Acidobacteria bacterium 13_1_20CM_2_55_15
1803427	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Acidobacteria bacterium 13_1_20CM_2_60_10
1803432	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Acidobacteria bacterium 13_1_20CM_3_58_11
1803434	0	1	5	0	1	0	0	0	2	0	0	0	0	0	2	2	2	0	0	0	0	4	Acidobacteria bacterium 13_1_20CM_4_56_7
1803438	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Acidobacteria bacterium 13_1_20CM_58_21
1803444	0	0	1	0	0	4	1	1	2	2	0	0	0	0	8	2	0	0	3	2	0	0	Acidobacteria bacterium 13_1_40CM_2_64_6
1803447	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Acidobacteria bacterium 13_1_40CM_3_55_6
1803457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Acidobacteria bacterium 13_1_40CM_4_69_4
1803461	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	Acidobacteria bacterium 13_2_20CM_2_57_6
1803464	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Acidobacteria bacterium 13_2_20CM_57_17
1803466	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Acidobacteria bacterium 13_2_20CM_58_27
1803485	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Actinobacteria bacterium 13_1_40CM_2_66_13
1805123	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Deltaproteobacteria bacterium 13_1_40CM_68_24
1805129	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	Desulfobacterales bacterium CG2_30_60_27
1805149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	2	0	Fibrobacteres bacterium CG2_30_45_31
1805163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	Gallionellaceae bacterium CG1_02_60_948
1805180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Gemmatimonadetes bacterium 13_1_40CM_2_60_3
1805208	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	Gemmatimonas sp. 13_1_20CM_3_60_15
1805214	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	0	0	0	0	2	0	Helicobacteraceae bacterium CG1_02_36_14
1805215	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	Helicobacteraceae bacterium CG2_30_36_10
1805224	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	Ktedonobacter sp. 13_1_20CM_3_54_15
1805225	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Ktedonobacter sp. 13_1_20CM_4_53_11
1805226	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	Ktedonobacter sp. 13_1_20CM_4_53_7
1805232	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Ktedonobacter sp. 13_2_20CM_2_56_8
1805233	1	2	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	Ktedonobacter sp. 13_2_20CM_53_11
1805273	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrospirae bacterium 13_2_20CM_2_63_8
1805392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Thaumarchaeota archaeon 13_1_40CM_3_50_5
1805393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Thaumarchaeota archaeon 13_1_40CM_38_12
1805396	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	Thaumarchaeota archaeon 13_1_40CM_4_48_7
1805397	1	0	0	2	0	0	1	0	1	1	0	2	2	2	1	0	4	3	0	0	2	0	Thiomicrospira sp. CG2_30_44_34
1805403	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	bacterium CG2_30_54_10
1805411	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	Verrucomicrobia bacterium 13_1_20CM_54_28
1805415	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Verrucomicrobia bacterium 13_1_40CM_4_54_4
1805417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Verrucomicrobia bacterium 13_2_20CM_2_54_15
1805427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Zetaproteobacteria bacterium CG1_02_53_45
1805429	3	0	0	0	1	0	2	1	0	1	0	0	1	3	0	13	0	4	0	4	6	0	Zetaproteobacteria bacterium CG2_30_46_52
1807	2	0	0	1	2	0	0	2	0	2	0	0	0	0	1	4	0	0	0	0	0	0	Mycobacterium obuense
1807500	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	Branchiibius sp. NY16-3462-2
1807729	0	0	0	0	0	0	0	0	0	1	2	2	0	2	0	0	0	1	0	0	1	0	Bacteroidales bacterium M1
1807730	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	Bacteroidales bacterium M2
1807743	2	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	Bacteroidales bacterium K1
1807744	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	Bacteroidales bacterium K10
1807758	30	0	57	0	108	13	4	63	0	54	8	1	43	74	0	55	0	64	0	41	47	4	Bacteroidales bacterium H10
1807766	6189	30	3306	18	11213	1054	2158	6167	16	8294	29	16	7099	5945	11	3503	28	4152	12	3034	4918	70	Pseudovibrio stylochi
1810504	3	0	0	0	2	0	0	4	0	4	0	0	9	2	0	6	0	6	0	11	5	0	Immundisolibacter cernigliae
1810943	4	0	0	0	24	0	21	2	0	97	0	0	165	58	0	4	0	15	0	4	42	0	Sphaerospermopsis aphanizomenoides BCCUSP55
1811545	13	0	1	0	23	0	29	52	0	65	2	0	72	40	2	54	0	36	0	57	54	0	Marinobacter sp. REDSEA-S27_B10
1811613	53	0	3	0	51	0	18	115	0	127	0	0	178	88	0	8	0	20	0	3	130	0	Moraxellaceae bacterium REDSEA-S35_B9
1811614	124	0	11	0	99	0	68	373	0	386	0	0	510	301	0	23	2	111	0	24	276	0	Moraxellaceae bacterium REDSEA-S38_B3
1811615	178	0	6	0	190	0	58	422	0	393	0	0	750	397	0	38	2	168	0	48	382	0	Moraxellaceae bacterium REDSEA-S42_B15
1811661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Gammaproteobacteria bacterium REDSEA-S03_B5
1811670	17	0	10	0	16	0	50	12	0	9	0	0	15	10	0	10	0	9	0	10	10	0	Gammaproteobacteria bacterium REDSEA-S33_B15
1814128	115	0	7	0	143	0	18	100	0	92	0	0	134	150	1	50	0	38	0	49	77	2	Streptococcus halotolerans
1816677	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	Butyricimonas sp. Marseille-P2440
1816680	4	0	0	0	2	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	2	0	Vaginella massiliensis
1817825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Candidatus Doudnabacteria bacterium RIFCSPHIGHO2_01_FULL_46_24
1817855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Candidatus Edwardsbacteria bacterium RIFOXYD12_FULL_50_11
1817856	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Candidatus Eisenbacteria bacterium RBG_16_71_46
1817870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Candidatus Lindowbacteria bacterium RIFCSPLOWO2_12_FULL_62_27
1818881	9	1	5	1	6	1	3	6	0	5	3	2	10	16	3	6	3	6	0	9	11	1	Candidatus Thiodiazotropha endoloripes
182141	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	3	0	4	0	1	2	0	Pseudoalteromonas prydzensis
1826872	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Candidatus Nitrosocosmicus sp. G61
1827136	2	0	12	0	10	0	0	9	0	8	0	0	12	8	0	19	0	6	0	12	8	0	Candidatus Marithrix sp. Canyon 246
1828554	3	0	0	0	0	0	8	5	0	12	0	0	16	7	0	10	0	2	0	2	14	0	Butyricicoccus sp. K4410.MGS-46
1834207	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	Erysipelotrichaceae bacterium I46
1835254	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	2	0	0	Polynucleobacter duraquae
1837282	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	Enteractinococcus helveticum
183763	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Streptomonospora alba
1838286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	Lacunisphaera limnophila
1839801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Dehalogenimonas formicexedens
1839807	1115	84	759	3	1687	1310	482	1301	52	1773	347	5	1608	1579	35	1303	10	1489	23	1269	1192	22	Rappaport israeli
1841610	11	7	15	11	27	11	5	21	0	23	1	6	36	34	5	16	2	23	0	19	12	0	Planctopirus sp. JC280
1841857	12	0	2	0	2	0	11	8	0	18	0	0	22	4	0	22	0	37	0	4	47	2	Culturomica massiliensis
1841865	84	0	2	0	62	2	34	105	0	102	2	0	133	145	2	110	0	113	0	70	188	0	Mediterranea massiliensis
1841867	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	3	0	Phocea massiliensis
1842519	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chloroflexi bacterium SPGG9
1842533	1152	176	356	4	1150	0	1138	1170	2	2157	3	0	3178	1731	546	1608	13	1832	239	1368	1970	387	Acidovorax sp. RAC01
1842535	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Blastomonas sp. RAC04
1842537	26	0	2	0	37	0	33	32	1	67	0	0	150	68	0	29	0	29	0	15	82	0	Hydrogenophaga sp. RAC07
1843368	1	0	0	0	0	0	0	5	0	0	0	0	7	2	0	2	0	2	0	2	2	0	Sphingobium sp. RAC03
1844	0	0	2	2	0	2	0	0	1	0	0	0	3	0	2	2	0	0	2	2	1	0	Nocardioides luteus
184870	26	0	4	0	34	0	8	15	0	28	2	0	32	34	0	46	0	42	0	14	16	2	Varibaculum cambriense
1848903	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Capnocytophaga canis
184925	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Chlorogloeopsis fritschii PCC 9212
1849967	0	0	0	2	2	1	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	Streptomyces sp. SAT1
1850361	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phormidesmis priestleyi BC1401
1851191	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Leptospira weilii serovar Heyan
1851429	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Christensenella sp. AF73-05CM02
1851544	106	21	72	36	132	30	54	183	2	283	3	14	437	242	23	289	10	273	1	232	233	4	Orrella dioscoreae
1852366	3	0	0	0	2	0	0	1	0	2	0	0	1	1	0	0	0	1	0	2	6	0	Holdemania sp. Marseille-P2844
