Subsystem 3	FAME000104	FAME000105	FAME000106	FAME000107	FAME000108	FAME000109	FAME000110	FAME000111	FAME000112	FAME000113	FAME000114	FAME000115	FAME000116	FAME000117	FAME000118	FAME000119	FAME000120	FAME000121	FAME000122	FAME000123	FAME000124	FAME000125	FAME000126	FAME000127	FAME000128	FAME000129	FAME000130	FAME000131	FAME000132
Multidrug Resistance Efflux Pumps	0.8454385636535651	0.5829576101102264	0.5919765330712217	0.5928377567975172	0.6330423076540319	0.6281668352166959	0.6096036615729652	0.6393677052462984	0.6255260826494236	0.5995833364006435	0.6258097098763616	0.8027596923050792	0.624134937591796	0.6139770455781773	0.6127226359068397	0.5869139980373107	0.5810054396642301	0.5840663289310549	0.5674909187602798	0.5481917360242223	0.6087820804539986	0.8694364762373727	0.7220193804341428	0.629525305948953	0.6391260076834946	0.6983966581738735	0.6611669007534621	0.6490726884454764	0.6768062166611716
Multidrug Resistance Operon mdtRP of Bacillus	0.0001612912764537	0.0018933157721435	0.0012855519388694	0.0013467197274239	0.0014354488887916	0.0012019205276006	0.0017742790571906	0.0021496739311663	0.002091829263875	0.0026128149272331	0.0024010075913432	0.0003913826486653	0.0025749568032062	0.0023712556391423	0.002259990017739	0.0024643657118716	0.0035539084521447	0.0034567859466206	0.0026458019652042	0.0033539115353363	0.0024123860216926	0.0006839196804727	0.0010058435920398	0.0017389288198469	0.0017233049481829	0.0014935505116374	0.0011444122355978	0.0009849536443454	0.0001696581162746
Multidrug Resistance, 2-protein version Found in Gram-positive bacteria	0.0040860456701625	0.0064208100098781	0.005463595740195	0.0079578892984141	0.0046481202113254	0.0045955784878849	0.0002129134868628		0.0002551011297408	0.0001107124969166	1.890557158537964e-05	0.0056470925021707	7.573402362371398e-05	2.6946086808435426e-05	5.745737333234762e-05	4.400653056913647e-05	0.0001033112922135	0.0001470972743242	6.962636750537428e-05	4.115228877713298e-05		0.0033512064343163	0.0028019928635397	0.004368023583187	0.0052606151049795	0.0117556878980492	0.0121307696973372	0.0104269230625537	
Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria	0.1223931969490142	0.2439084622983207	0.2463117514873835	0.1826641666651363	0.2186667140592648	0.2108310007826623	0.2183782663590303	0.2290451358122045	0.2378562933703808	0.2464681606358617	0.2351474993789519	0.1602432387249648	0.236441621753235	0.2363755644980636	0.2442129891202548	0.2524654658751359	0.2688986313733253	0.2643338019607331	0.2782269645514756	0.2829442761658768	0.2268659574806334	0.1615486677244624	0.1806566937274516	0.1377066013050247	0.1233523541857263	0.1327975180723627	0.1328948708588012	0.126481633501466	0.1441528461280059
Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)	0.0355990328565434	0.0855178003041851	0.0825604411426576	0.0813512723396976	0.0877322924929248	0.0936339016734071	0.0968306036303511	0.0860430085587984	0.0901898301448405	0.0899464701914191	0.091717814790325	0.0568653695074205	0.0913873173901394	0.0962461611770687	0.0928563138293269	0.0960024467630991	0.0959381620716454	0.0947849159707105	0.0959929334762878	0.0872563001876053	0.0898078697604146	0.0492298413045799	0.0722578022286721	0.0794750110802494	0.0804630804014036	0.0818840215125421	0.0852064523306065	0.0756857258960808	0.0858251936485821
Multiple Antibiotic Resistance MAR locus	0.0149821674572627	0.0386757765338601	0.0358561861616333	0.0361471817747195	0.0360115391862736	0.0393098713732931	0.0350952397512318	0.0343685673629163	0.0353825266950577	0.0358708490009968	0.0359205860122213	0.026483559226352	0.0362702861471236	0.0350119487930937	0.0341232956068219	0.0366794432293752	0.0346506074084114	0.0341939872272984	0.0349640408822821	0.0367764287371645	0.0308526610743676	0.0244273312542175	0.0272655459413672	0.0325635123049915	0.0316342352768786	0.0324566191830021	0.034155936848281	0.0324864883040151	0.029416832271839
Murein Hydrolases	0.1910523458379383	0.2679514184823696	0.2579267799656392	0.2584211776033022	0.2573164904559467	0.2580692994051135	0.2527099742954271	0.2562084075517437	0.2573368549854855	0.2595672786222279	0.2596150398651833	0.2328490332178827	0.2525713770171461	0.2601953735831593	0.2546365445105252	0.2587653625624662	0.2572482722240709	0.2624344797381578	0.264749742792198	0.2619198537837998	0.2524741935046655	0.2275137393079336	0.2508824553045402	0.2263242245501029	0.2237877608010263	0.2271801995940805	0.2412595831810636	0.2453748138903981	0.2341205825729043
Murein hydrolase regulation and cell death	0.1930432563490071	0.3358646142026122	0.3270551261812079	0.3377307813402596	0.3397627772609402	0.3433721977870993	0.3349247433623629	0.3517163660793339	0.3494672893175042	0.3427031533723839	0.3450770962907393	0.2772340354551678	0.3480577946530011	0.3377781801726742	0.338615453505302	0.3431922630651722	0.3381275282855988	0.3389550234148215	0.3419553985094155	0.3355180397573633	0.342267665043251	0.2680623187612847	0.3035013295695625	0.3234442107471322	0.3125052278622331	0.3299983795779933	0.3461084071193121	0.341393990175144	0.3584169088065004
Mycobacterial FadE proteins Acyl-CoA dehydrogenase	0.0010483932969496	0.0065854461639776	0.0060420941126863	0.0074069585008316	0.00861269333275	0.0065045110905449	0.0081261980819333	0.00689468590118	0.0069897709548996	0.0069306023069827	0.0080348679237863	0.0022923840850396	0.0071947322442528	0.0071946051778522	0.0072204765820983	0.007283080809192	0.0090087446810181	0.0074835738312477	0.0070148565261664	0.0068930083701697	0.0071817009151538	0.0022113403001951	0.0046161036277545	0.006210460070882	0.0048020748994688	0.0048901734493934	0.0066280541978375	0.0069739246542161	0.0082566949920317
Mycobacterial MmpL2 membrane protein cluster	1.3440939704482127e-05																												
Mycobacterial MmpL3 membrane protein cluster	0.0004838738293613	8.231807704972011e-05	0.0003213879847173	0.000428501731453	0.0002050641269702	0.0002121036225177	0.0003548558114381	0.0003320634527818	0.000306121355689	0.0006347516489888	0.0004159225748783	0.0007827652973306	0.0004922711535541	0.0003233530417012	0.0004341223762888	0.000352052244553	0.0004545696857394	0.0004780661415539	0.0003481318375268	0.0003086421658284	0.0002588000329785	0.0008890955846145	0.0003951528397299	0.0004554337385313	0.0003628010417227	0.0002890742925749	0.0003147133647894	0.0003396391877053	0.0003393162325492
Mycobacterial MmpL5 membrane protein cluster	0.0001881731558627	0.0001234771155745	9.641639541520756e-05	9.182179959708596e-05	0.0001025320634851	3.535060375296149e-05	0.0001064567434314	5.243107149186323e-05	2.551011297408632e-05		3.781114317075927e-05	0.0002795590347609	5.680051771778548e-05	2.6946086808435426e-05			2.066225844270212e-05		5.221977562903072e-05	7.201650535998273e-05	4.159286244297618e-05	0.0002051759041418	0.0001616534344349	4.140306713921367e-05	5.542793692986071e-05	9.635809752499408e-05	5.245222746490184e-05	1.6981959385266657e-05	
Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	0.0003637199744273											0.0005591180695218										0.0005462290326805	0.0009261399914706	2.070153356960684e-05	1.5116710071780194e-05				
Mycobacterial virulence operon MCE involved in cell invasion	2.6881879408964255e-05	8.231807704972011e-05										2.795590347609295e-05															2.861030588994646e-05		
Mycobacterium jamboree	0.009731240346045	0.0150642081000987	0.0171621183839069	0.0149975606008573	0.0177038696284306	0.0154128632362912	0.0185234733570708	0.0199762382383998	0.0215305353501288	0.0180682794967984	0.0197374167351363	0.0158789531744207	0.0181004316460676	0.0188083685922879	0.0179267004796924	0.0179986710027768	0.0177282177438384	0.0169897351844544	0.0153178008511823	0.0161522733450246	0.0182454023249855	0.0142255293538326	0.0165604962832283	0.0159815839157364	0.015056243231493	0.016091802286674	0.0167084186397287	0.0155215108781337	0.0222817659374006
Mycobacterium virulence operon involved in DNA transcription	0.2661126848958068	0.1661041598068269	0.1598101754007065	0.1661158378933058	0.1540031593546494	0.1541404158974964	0.1576624370219647	0.1601681848957267	0.1539195183146454	0.1546801198588252	0.1503749163901097	0.2463138743471596	0.1507990633720851	0.1585238286940255	0.1479527363307951	0.154829643385745	0.1550013754176703	0.1485866342268145	0.1543906677458754	0.1616016086704031	0.1699854073752836	0.2492454086192116	0.2214448488175173	0.1939181654576971	0.2018181572649802	0.1891541573781475	0.1628713188549928	0.1662477217286321	0.1858321900261385
Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD	0.0177420404099164	0.0023735045549335	0.0008891734243846	0.0022751401455722	0.000330381093452	0.0003770731066982	2.3657054095875888e-05	2.6215535745931612e-05	7.653033892225897e-05	0.0001328549962999	1.2603714390253093e-05	0.0109587141626284	5.048934908247598e-05	0.0001347304340421	1.9152457777449207e-05			8.580674335583061e-05	5.221977562903072e-05		9.242858320661374e-06	0.0079220696321424	0.0067954314105076	0.0084186236516401	0.0107177474408921	0.0064319030097933	0.0040674318206873	0.0046813601372051	5.655270542487483e-05
Mycobacterium virulence operon involved in fatty acids biosynthesis	0.0074569053390971	0.0001146573216049	4.285173129564781e-05	2.040484435490799e-05		3.535060375296149e-05				2.4778511214680372e-05	3.060902066204322e-05	0.0034825068330218	3.155584317654749e-05	2.6946086808435426e-05	2.553661036993227e-05	2.933768704609098e-05	2.7549677923602817e-05	3.677431858107027e-05	5.802197292114523e-06	2.4005501786660903e-05	9.242858320661374e-06	0.0042603310952876	0.0016805970016999	0.0013620130407832	0.0014697401328122	0.001055694728003	0.0002792910813066	0.0003368088611411	
Mycobacterium virulence operon involved in lipid metabolism	0.0003494644323165											8.386771042827884e-05				2.2003265284568234e-05							1.796149271499817e-05	2.070153356960684e-05	1.5116710071780194e-05	4.8179048762497045e-05			2.827635271243741e-05
Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)	0.024032400191614	0.0142273076500933	0.0130804909779965	0.0148955363790828	0.0152089227502927	0.0156956680663149	0.0146082309042033	0.015196272220725	0.0157992633019507	0.0161345012173208	0.013498578111961	0.0218801537872887	0.0140549725508342	0.0158353170144238	0.0138344586679108	0.0147788598494683	0.0138988125124576	0.013643272193577	0.0141573613927594	0.0134636571449186	0.0117245657797589	0.0199134613630975	0.0187577855586964	0.0182311505636337	0.0185078920312162	0.0178342778835843	0.0153208188040663	0.0161894679472875	0.0108486939906718
Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)	0.2097279428355044	0.1473767972780163	0.1371630354109572	0.1502051605075664	0.1261827927956879	0.1251647043546532	0.1246785893487907	0.1250262592283056	0.114127993760567	0.1199975849914003	0.1163039254646571	0.2014446492680304	0.1162012369133175	0.1278591819060264	0.1119876127010409	0.1156748328118558	0.1162217600304585	0.1156828126764006	0.1174770885734413	0.1204284008131431	0.1349965672024192	0.1869232277361343	0.1853123126391802	0.1795582016715788	0.1845760377571092	0.1830382859858301	0.1511005621734376	0.1517139948214071	0.1487006261892561
Mycobacterium virulence operon possibly involved in quinolinate biosynthesis	0.0361659844941734	0.0361513555043353	0.0393550300219228	0.0364328495956881	0.0330084889713094	0.0325873648929382	0.0300420929963527	0.0316255484727002	0.0316299890765695	0.0284014458756863	0.0314796672468157	0.0322844091976412	0.0315697277475451	0.0320460828383785	0.0314943015692374	0.0325102435677645	0.0338282495223919	0.0328541762203282	0.03424456841806	0.0324523519939074	0.0321840948154591	0.0335952745709543	0.0296948805965295	0.0268174566371875	0.0294962285823933	0.0300332130302484	0.0366369272073711	0.0397304261124571	0.0270303081029092
MymA operon of Mycobacterium tuberculosis	0.0003225825529075		6.427759694347171e-05									5.59118069521859e-05		5.389217361687085e-05								0.0001367839360945	0.0002514608980099	4.140306713921367e-05			0.0001144412235597		
Myxoxanthophyll biosynthesis in Cyanobacteria	0.0003584250587861	0.0040335857754362	0.0028496401311605	0.0020608892798457	0.0026886185536098	0.0028987495077428	0.0035722151684772	0.0048586126249126	0.0054081439505063	0.0055356248458328	0.0049784671841499	3.727453796812393e-05	0.0047964881628352	0.0049580799727521	0.0049285658013969	0.0054421409470498	0.0065705981847792	0.0063987314331062	0.0069394279613689	0.0068792909405773	0.003410614720324	0.0002507705495066	0.0008861003072732	0.000262219425215	0.0001310114872887	9.635809752499408e-05	2.861030588994646e-05	0.0002717113501642	0.0004712725452072
N-ATPase	0.0001075275176358											0.0001677354208565										3.4195984023636263e-05						3.3963918770533313e-05	
N-Acetyl-Galactosamine and Galactosamine Utilization	0.2227459409706184	0.1190072439907803	0.1093943385532576	0.2116176205625329	0.1360888444838601	0.1295449700871966	0.1220115836715046	0.1196153726503453	0.1011189216805048	0.0933517095349067	0.1112983602945688	0.2018827582125059	0.1127782336097653	0.1063831507197031	0.0856386528719744	0.075678030619744	0.0571676479173201	0.0524807995740459	0.0600563837780686	0.0650761134856782	0.1988861045990911	0.1993811503919837	0.1857060005344677	0.2915624689476992	0.2907124747324188	0.3121747625903053	0.3200186691782695	0.3062502949411045	0.3902419437843484
N-heterocyclic aromatic compound degradation	0.0006003619734668	0.000192075513116	0.0004070914473086	0.0001020242217745	0.0004784829629305	0.0011312193200947	0.0014430802998484	0.0011709605966516	0.0007142831632744	1.4761666255554263e-05	5.041485756101237e-05	0.0010530056975995	1.893350590592849e-05		3.830491555489841e-05			1.8387159290535134e-05	4.061538104480166e-05	2.4005501786660903e-05		0.0014134340063102	0.0014908038953448	0.0010212756561006	0.0004635791088679	0.0002168057194312	0.0027465893654348	0.0027793806860553	2.827635271243741e-05
N-linked Glycosylation in Bacteria	0.1599628635796592	0.0705808912303808	0.0668401304749514	0.072186217874358	0.0695763595390857	0.0729742513272383	0.071892604544662	0.0801111818348009	0.0793295069297656	0.0756368096712928	0.0724921538726993	0.1279485790293822	0.0721109920824707	0.0726906619773291	0.072347132423796	0.0760347279980794	0.0778608997476863	0.0759005591371698	0.0748908945150861	0.0754668961501187	0.0739739841883038	0.1165022979701264	0.0942912508730782	0.0819817532082776	0.0968104346416947	0.0875525733795017	0.07561751530556	0.077111115111306	0.0702026434242588
NAD and NADP cofactor biosynthesis global	0.405173223118652	0.3268328838504999	0.3375614292553496	0.3179838253837442	0.2999908906746906	0.2966102253009874	0.2943344768815324	0.2907754214860827	0.2874954724795057	0.278161317499239	0.28050190559459	0.3920669914326159	0.2799187543098621	0.2794651180149443	0.2813962090646538	0.2716403860364624	0.287073058489386	0.2871061262795277	0.2942112319060769	0.293179675805838	0.2680084986633811	0.3909843699384515	0.3687811774093756	0.3109717174991179	0.3450127650778701	0.3008613350920673	0.3126799213581709	0.3254348299437098	0.2424905951504384
NAD regulation	0.0420108731313797	0.0216107818388029	0.0212970553841078	0.0223500090174837	0.0217778102842393	0.0241575364754543	0.0235607360899141	0.0225335013324732	0.0218752863054643	0.0228042437934732	0.0227274679211611	0.0270236406568402	0.0238160964408596	0.0242972864751662	0.0237526045290528	0.0234204851238018	0.0236204051097489	0.0224651685474716	0.0239300022918678	0.0222749990527624	0.0249809372649177	0.0257472962375298	0.0247885705650512	0.0262547692390195	0.0257480043279284	0.0255321427556227	0.0243660351309487	0.0225742803437814	0.0248512785031694
Na(+) H(+) antiporter	0.060860574981895	0.0714932499176819	0.0650489281067933	0.0582762354776172	0.0568027631707562	0.0507634669892527	0.0427246396971518	0.0437799446957058	0.0430100504743095	0.0403879188751964	0.0405335454790539	0.0585396618789386	0.0428275903592102	0.041281404990523	0.0415991382926196	0.0440945436302747	0.0428948485270495	0.0422536920496497	0.0569543686193961	0.0656379005995271	0.0594223361435319	0.058475132680418	0.0509028703543048	0.04264515915339	0.0412383850758163	0.0451196791660784	0.0400973437047599	0.0446116073050955	0.0428669507120551
Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	0.3488192672107202	0.3077049720118537	0.2857139184137318	0.3352107830624284	0.3005556554293803	0.298288394467489	0.3049630843499361	0.3317838204005105	0.343111019501461	0.3358131456476039	0.3270663884270677	0.3811507879930513	0.3238008180031891	0.3256883692246228	0.3473872791673737	0.3410506119108076	0.3572917729912049	0.3643599485012442	0.366756890834559	0.3581689453717769	0.2756220351221222	0.3920569568309898	0.3324133456764711	0.2450026497962969	0.2732496512574988	0.2727897740932583	0.3178891087431951	0.3497943994177225	0.1584606806004992
Na+ translocating decarboxylases and related biotin-dependent enzymes	0.0621170119148333	0.0205110188625993	0.0186372892337595	0.0204129091267244	0.0173677923092293	0.019048083655554	0.0176800993785528	0.0167255118059043	0.0177720453719467	0.0175498286898086	0.0177968048251628	0.0315497679912946	0.0176169961286029	0.0186368118396075	0.0170341959472633	0.0186294312742677	0.0172144162505632	0.0176222534640488	0.0191739411715216	0.0186752515828027	0.016504047817373	0.0346173866120383	0.0209396792689802	0.0188810801389881	0.0195254985642149	0.0202827538270792	0.0181957798872383	0.019284147012596	0.0143361108252057
Naphtalene and antracene degradation	0.0002392487267397		4.820819770760378e-05	6.121453306472397e-05		7.070120750592298e-05	1.4194232457525536e-05					0.0004603405439063										0.0002051759041418	0.0004490373178749	0.0001117882812758	8.314190539479106e-05	2.4089524381248523e-05	9.012246355333134e-05	3.3963918770533313e-05	
Natural DNA Transformation in Vibrio	0.0129033021163028	0.0186038854132367	0.0186405031136067	0.0190989343161938	0.0209848956599544	0.0193014296491169	0.0193041561422347	0.0219686189550906	0.0212754342203879	0.0223639243771647	0.0221195187548941	0.0192895733985041	0.0215463297209466	0.0222035755301507	0.0222551559373959	0.0206830693674941	0.021984642983035	0.0211820075026964	0.0218626793966875	0.020596720532955	0.0211014455460699	0.0208595502544181	0.0221285590248777	0.0181759464741148	0.0170214155408244	0.0190789033099488	0.0188828018873646	0.0187141192425638	0.02030242124753
Neotrehalosadiamine (NTD) Biosynthesis Operon	0.0003225825529075											0.0001118236139043										0.0002051759041418	3.592298542999634e-05		3.0233420143560388e-05				
NiFe hydrogenase maturation	0.1201530403316005	0.1809762923938096	0.1775025839593971	0.183398741061913	0.1824045409400276	0.1699657028442388	0.1715018136680522	0.1745954680679045	0.174081010935165	0.1644302004206189	0.1702068609831728	0.1497318190179538	0.1735697598082818	0.1507813197510685	0.1716826315170546	0.1632642284114963	0.1651121072156326	0.16252410096904	0.1639526888832801	0.1612140912844184	0.1774628797566984	0.1506561069468001	0.1586359036588638	0.1778054718293531	0.169750576299377	0.175251289873583	0.1881366031479729	0.1865128599283836	0.1995179447389584
Nicotinate catabolism, anaerobic	0.002231195990944	0.0004115903852486		0.0003672871983883								0.0016214424016133										0.0003419598402363	0.0003053453761549	0.001262793547746	0.0014814375870344	0.0014212819384936	0.0005722061177989	0.0004415309440169	
Nitrate and nitrite ammonification	0.4298905351949217	0.6805098232905277	0.6819853035702341	0.6935555584122337	0.7581790396664652	0.7674969580805465	0.773372755448278	0.8047557778166946	0.8028032552944976	0.8044406930129946	0.8089946155671743	0.5718131841497887	0.8073985325018237	0.780367656001227	0.8167852906059869	0.799840696359341	0.7831478069147771	0.7688897109992102	0.7586343948453272	0.7775947872670145	0.7370578724936593	0.6150322851538862	0.6083180391222868	0.7391419394810308	0.6459833792780553	0.688506711261195	0.7127766568895701	0.7097960885566166	0.7853728689526779
Nitric oxide synthase	0.0054086341370836	0.0074209746460322	0.0065241760897623	0.0071896469084518	0.0081524382922168	0.0070500887417989	0.0071349675153161	0.0072931620445181	0.0069242949982661	0.0071933599663315	0.0074317801902127	0.0066581643445561	0.007943867961264	0.0076419102188722	0.0075671360678701	0.0067021946056794	0.0070485850967537	0.0071642501649021	0.0070728784990876	0.0077321721254834	0.0091023668741873	0.0050769637613758	0.0078743184062552	0.0080335751272454	0.0088987033289212	0.0074396481130755	0.0073981482647086	0.0073492259566305	0.0116479722273434
Nitrogen Metabolism in Aspergillus nidulans	0.0282995358557633	0.1290457701574754	0.1214261069438825	0.1217131961733304	0.1303140212076021	0.1338258828344753	0.136338135666394	0.1309679687931604	0.1344497445550924	0.1386213155977304	0.1404475742722346	0.0571350108526148	0.1418069964824199	0.1435559260215475	0.1428903632841101	0.1398079268614261	0.1424212085606845	0.1419178922524672	0.1343578701349428	0.1320574483126446	0.1364291908243499	0.0493020056867379	0.0848202874149904	0.1059278332053131	0.1007398522856298	0.1093708138055074	0.1186032691047065	0.1156327119194222	0.1399642707927683
Nitrogen fixation	0.1467401253220587	0.1043564555665313	0.156883937799855	0.0394357625232521	0.0703698437859455	0.0506379723459296	0.0216876043423942	0.0078227158665859	0.0036893292274523	0.0007528449790332	0.0006427894339029	0.0795632576756303	0.0001969084614216	5.389217361687085e-05	0.0006167091404338	8.801306113827294e-05	8.264903377080847e-05	0.0001544521380404	6.962636750537428e-05		2.7728574961984124e-05	0.0732801169500983	0.023371653719284	0.0162102701425264	0.0186456100589257	0.0296437274820781	0.0311932602003052	0.0256163422904866	5.655270542487483e-05
Nitrosative stress	0.1939231898683272	0.1721339589507189	0.1689443182415371	0.1745583422451491	0.1693388534269344	0.1618660270985293	0.1652105473032788	0.1697718094906531	0.1762802178731544	0.1768540270427004	0.1728473391479309	0.1963501517912372	0.1740975480704324	0.1741615410718543	0.1679782609335248	0.1705509764315691	0.1673264125787421	0.1667845753036575	0.1677306600264839	0.1644990143640123	0.165396918188755	0.176177709689774	0.1685408006631678	0.1818457211310213	0.1784134589511785	0.1893808210093291	0.1810319829977399	0.17500692002801	0.1789751744933725
Nonhomologous End-Joining in Bacteria	0.0008602201410868		3.2138798471735856e-05					2.6215535745931612e-05				0.0005311621660457	1.893350590592849e-05	2.6946086808435426e-05		2.2003265284568234e-05		1.8387159290535134e-05	1.740659187634357e-05			0.000649723696449	0.0003233068688699	0.0001449107349872	0.0001209336805742	0.0001445371462874	5.722061177989292e-05	1.6981959385266657e-05	
Nonmevalonate Branch of Isoprenoid Biosynthesis	0.1184360989607144	0.0583920339620867	0.0631441686507019	0.0623994472347098	0.0635291377842253	0.0623695471539404	0.0601074487625666	0.0591448701963964	0.0586590268170488	0.0583016226382045	0.057940730480917	0.0948932303253249	0.058425102684066	0.0552840459294425	0.0566541405336699	0.0552907130783288	0.0546023629371874	0.055224096364078	0.0553441069085242	0.0543746008125923	0.0596047395511288	0.0980606480432082	0.0812671871884443	0.0767491941517311	0.0822872473984548	0.0736809840192924	0.0645840870786536	0.0685389724350071	0.0657910162454739
Nonribosomal peptide synthetases (NRPS) in Frankia sp. Ccl3	5.376375881792852e-05		6.427759694347171e-05									0.0001677354208565											3.592298542999634e-05	4.140306713921367e-05					
Novel non-oxidative pathway of Uracil catabolism	0.0003634174078192	0.000135824827132	8.998863572086039e-05	0.0004346231847595	0.0001708867724751	6.598779367219478e-05	1.4194232457525536e-05	0.0001048621429837	4.081618075853812e-05	0.0004708971535521	0.0001676294013903	0.0004180073186425	0.0001603036833368	0.0002910177375311	0.0002042928829594	0.0002156319997887	0.0003526358774221	0.0001066455238851	0.0002834787819861	0.0001611797977104	0.0001349457314816	0.0007865076325436	0.0022787147091094	0.0003947092400605	0.0001027936284881	2.8907429257498236e-05	0.0001182559310117	0.0001052881481886	
Nucleoid-associated proteins in Bacteria	0.0129570658751207	0.0268356931182087	0.0259038715682191	0.0263222492178313	0.0305545549185656	0.0369060303180917	0.0344564992906432	0.0358628529004344	0.0381121087832849	0.0363136989886634	0.03486187400344	0.0205755449584044	0.0383214159535992	0.0391796102194651	0.031467488128349	0.0370534987392129	0.0335968322278336	0.0344943108290439	0.034151733261386	0.0350000216049516	0.0291288679975643	0.0177135197242435	0.0218411751414377	0.0233513298665165	0.0250635052990115	0.0277511320871983	0.0255203928538322	0.0220765472008466	0.0276542729527637
Nucleoside triphosphate pyrophosphohydrolase MazG	0.0358873090109672	0.0305400065854461	0.0289891962215057	0.0284647578750966	0.0293583475112392	0.0283511842098751	0.0294885179305092	0.0282603475341142	0.0291580591293806	0.0297152341724307	0.0279046236600203	0.0345628153309429	0.0292333331187535	0.0288862050586427	0.0283839424261797	0.0280321599725399	0.028224645032731	0.0274704159800594	0.0280594261046658	0.0286419929888845	0.0284772464859576	0.0334436723751162	0.0306542809002635	0.0288786393296015	0.0271193778687736	0.029019847037944	0.0271940957483941	0.0282409984576984	0.027541167541914
Nudix KE	0.0747549223857417	0.0852511485331702	0.0860465825254557	0.0880693487202183	0.0947087042918977	0.0940391710950031	0.0971884165735508	0.0963061411315614	0.0964796116981798	0.0946434742332268	0.0937737056737042	0.0851038938553216	0.0954186487567962	0.0956094636401951	0.0885103475530847	0.0908182679071478	0.0895967673680204	0.0886731263734222	0.0906942287615748	0.0899138317124376	0.0991422653886592	0.084224708650216	0.0907026301595392	0.0946546077276261	0.0921971746494557	0.0980047885844837	0.0932589023964046	0.0926807415410312	0.1137138910302615
Nudix proteins (nucleoside triphosphate hydrolases)	0.0731733718138476	0.1183812346143593	0.1146118526909295	0.1142793712940977	0.1149198897458073	0.110080770069472	0.1178072290076849	0.1131390117981396	0.1141678381274974	0.1119594359533583	0.1128678828422809	0.0952878301216127	0.1121635315395513	0.1145923402232424	0.1105616666184207	0.1119859329981712	0.1097690351105099	0.1132480025547294	0.1184607267915216	0.1211112348619223	0.1143792493711027	0.0926768160347248	0.1052078184906656	0.0969983170638995	0.1001287684554514	0.1016147758810451	0.1072105137043092	0.1137598816606499	0.110531454857126
NusA-TFII Cluster	0.0903679179464686	0.0494525847876194	0.0516577620769034	0.0532668461884872	0.0472843699438877	0.0482653576573768	0.050531467548791	0.0486953576480679	0.0461180325716524	0.0483260049041206	0.0456317479499111	0.0812584927705102	0.0463618447949834	0.0496526559590103	0.0448103670466385	0.0483558426737193	0.0462834589116525	0.0463417704652451	0.0472327870564579	0.0477400843388727	0.0506716600284456	0.0825776020864105	0.0655378946184855	0.0517331323904472	0.053110041385521	0.052715909187632	0.0525213690374693	0.0543847249313164	0.0480368105329791
O-Methyl Phosphoramidate Capsule Modification in Campylobacter	0.0065289684636895	0.0037084293710898	0.004031276621638	0.0042171712070506	0.0043202074823646	0.0047287324286878	0.0044640861078917	0.0053436624541546	0.0051166200483524	0.0051163935241751	0.0045225278160825	0.0062458813299587	0.005075216417636	0.0053950556804955	0.0051149830570974	0.0053359140718704	0.0051393924166481	0.0054055183787624	0.0053490456836003	0.004862534845578	0.0043589319840239	0.0074759748786531	0.0052828171311517	0.0029209863866715	0.004593968190814	0.0030742248031203	0.0038685901947522	0.0045845629687091	0.0027027480467638
O-antigen capsule important for environmental persistence	0.0359545137094896	0.370307869608166	0.3904264090077767	0.2232432806337418	0.2421021260365136	0.1702049085963005	0.1610655042536566	0.1287165328101411	0.096751355139718	0.0667714449737486	0.0888344450439611	0.0716509806092262	0.0907331470023905	0.0845568204048703	0.0671651157644773	0.076591209272711	0.0424058417439056	0.0365634791545388	0.1735239935363522	0.274086246006599	0.4559086080957826	0.0704665244113731	0.1145787568946686	0.3002343413600079	0.2503024853685364	0.2659884983762858	0.1558808674492157	0.0858432386272101	0.520256613556136
Omega-amidase	0.0071821754557512	0.0240328754405145	0.0229018063447972	0.0258201487144452	0.0262839021343201	0.0272132314414464	0.0274824637503599	0.0294647244273043	0.0290358038455366	0.0296315224245817	0.0307595041013248	0.0104973072355242	0.0305627439083286	0.0304580529440234	0.0298793928609863	0.0282156538697009	0.0273608552934186	0.0275816649269416	0.0269911172503884	0.0258291984212802	0.0301312279737784	0.0106155486346436	0.0168056136381762	0.0301392760941965	0.0260306773258167	0.0278867182197366	0.0260491468115314	0.0263014994134537	0.0349392814819319
Omega-amidase KE	0.1139361156140829	0.1074566298224513	0.1080527612873384	0.0963489261994586	0.1110925271888306	0.1109380424186741	0.1091514008478457	0.1173715528202526	0.1161698762676717	0.1148784915809924	0.1209635953694883	0.0935617574216513	0.1180561348011613	0.1131959362623349	0.117835069646961	0.1107999207302143	0.1069184020248353	0.108823761832551	0.1061370403009581	0.1051435315728433	0.1224560462679371	0.0852202687945696	0.0858338752082935	0.1302731825704325	0.1085008776312615	0.124247175937089	0.1051625964085583	0.0947428675509525	0.1473248487529287
