Subsystem 3	FAME000001_good_out_R1.fastq	FAME000002_good_out_R1.fastq	FAME000003_good_out_R1.fastq	FAME000004_good_out_R1.fastq	FAME000005_good_out_R1.fastq	FAME000006_good_out_R1.fastq	FAME000007_good_out_R1.fastq	FAME000008_good_out_R1.fastq	FAME000009_good_out_R1.fastq	FAME000010_good_out_R1.fastq	FAME000011_good_out_R1.fastq	FAME000012_good_out_R1.fastq	FAME000013_good_out_R1.fastq	FAME000014_good_out_R1.fastq	FAME000015_good_out_R1.fastq	FAME000016_good_out_R1.fastq	FAME000017_good_out_R1.fastq	FAME000018_good_out_R1.fastq	FAME000019_good_out_R1.fastq	FAME000020_good_out_R1.fastq	FAME000022_good_out_R1.fastq	FAME000023_good_out_R1.fastq
Muconate lactonizing enzyme family	2273.0	679.0	2858.0	1712.0	4258.0	2240.0	2024.0	2599.0	1818.0	3378.0	1108.0	1081.0	3263.0	3879.0	2378.0	3217.0	1886.0	3588.0	2486.0	2804.0	2625.0	1273.0
MukBEF Chromosome Condensation	8684.0	4087.0	13118.0	7449.0	15927.0	8806.0	8283.0	11809.0	7569.0	13663.0	7051.0	6235.0	13564.0	15989.0	8379.0	15988.0	7494.0	17528.0	10944.0	14394.0	12560.0	4378.0
Multidrug Resistance Efflux Pumps	46330.0	18325.0	51252.0	29513.0	81205.0	42039.0	35285.0	61089.0	26743.0	75119.0	33091.0	29581.0	79698.0	85083.0	30983.0	74935.0	30532.0	83722.0	46967.0	69872.0	67175.0	17524.0
Multidrug Resistance Operon mdtRP of Bacillus	49.0	22.0	65.0	98.0	76.0	747.0	65.0	45.0	137.0	73.0	1.0	27.0	70.0	91.0	107.0	68.0	113.0	78.0	163.0	64.0	52.0	89.0
Multidrug Resistance, 2-protein version Found in Gram-positive bacteria	26.0	2.0	14.0	0.0	17.0	3080.0	3.0	12.0	1.0	17.0	1.0	6.0	15.0	17.0	3.0	1.0	10.0	13.0	9.0	11.0	10.0	2.0
Multidrug Resistance, Tripartite Systems Found in Gram Negative Bacteria	11446.0	3201.0	15908.0	9389.0	24387.0	11503.0	11563.0	16142.0	9760.0	20945.0	10600.0	13597.0	21080.0	23293.0	11456.0	19896.0	9985.0	21806.0	7035.0	18095.0	16855.0	6097.0
Multidrug efflux pump in Campylobacter jejuni (CmeABC operon)	7982.0	3324.0	18441.0	8911.0	18297.0	7470.0	7328.0	12015.0	6829.0	14021.0	6348.0	2330.0	12666.0	17417.0	7960.0	16517.0	9917.0	16306.0	9302.0	15781.0	11293.0	4492.0
Multiple Antibiotic Resistance MAR locus	1856.0	876.0	2407.0	1376.0	3267.0	1569.0	1539.0	2365.0	1456.0	2844.0	1303.0	465.0	2776.0	2988.0	1476.0	3041.0	1410.0	3271.0	1872.0	2814.0	2358.0	810.0
Murein Hydrolases	26927.0	14548.0	35717.0	19432.0	47729.0	28622.0	22333.0	35006.0	20760.0	42779.0	20150.0	17011.0	43997.0	50305.0	22934.0	44525.0	21044.0	47950.0	25617.0	41531.0	37352.0	14910.0
Murein hydrolase regulation and cell death	17037.0	8875.0	21477.0	12129.0	30628.0	19376.0	14573.0	22571.0	12970.0	27154.0	14416.0	9850.0	28509.0	31951.0	14714.0	28204.0	13267.0	30682.0	20539.0	26586.0	23848.0	8696.0
Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	4.0	5.0	1.0	2.0	6.0	7.0	0.0	6.0	1.0	5.0	1.0	0.0	9.0	7.0	2.0	8.0	1.0	4.0	3.0	3.0	3.0	1.0
Mycobacterial FadE proteins Acyl-CoA dehydrogenase	231.0	192.0	483.0	356.0	536.0	359.0	306.0	325.0	381.0	491.0	285.0	160.0	568.0	625.0	429.0	515.0	388.0	588.0	388.0	399.0	399.0	242.0
Mycobacterial MmpL2 membrane protein cluster	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacterial MmpL3 membrane protein cluster	28.0	7.0	23.0	5.0	34.0	19.0	14.0	26.0	10.0	33.0	4.0	15.0	51.0	37.0	15.0	42.0	13.0	41.0	10.0	41.0	47.0	3.0
Mycobacterial MmpL5 membrane protein cluster	20.0	1.0	56.0	8.0	63.0	5.0	21.0	38.0	27.0	57.0	8.0	9.0	74.0	54.0	9.0	55.0	11.0	60.0	1.0	57.0	48.0	4.0
Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	126.0	2.0	9.0	1.0	134.0	1.0	64.0	266.0	1.0	403.0	0.0	1.0	619.0	334.0	3.0	36.0	0.0	136.0	0.0	24.0	335.0	1.0
Mycobacterial virulence operon MCE involved in cell invasion	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	2.0	5.0	3.0	0.0	1.0	3.0	3.0	0.0	1.0
Mycobacterium jamboree	807.0	450.0	1069.0	615.0	1335.0	929.0	666.0	1046.0	642.0	1302.0	711.0	577.0	1260.0	1585.0	927.0	1616.0	739.0	1733.0	1111.0	1509.0	1233.0	432.0
Mycobacterium virulence operon involved in DNA transcription	21351.0	6923.0	18722.0	12156.0	30193.0	19941.0	13781.0	23522.0	12237.0	28054.0	11308.0	10486.0	30190.0	34045.0	12925.0	25317.0	13224.0	28918.0	17211.0	27172.0	25210.0	7834.0
Mycobacterium virulence operon involved in an unknown function with Superoxide dismutase	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mycobacterium virulence operon involved in an unknown function with a Jag Protein and YidC and YidD	1290.0	13.0	188.0	4.0	1154.0	817.0	213.0	678.0	11.0	857.0	5.0	2.0	1091.0	1167.0	8.0	248.0	11.0	362.0	10.0	700.0	608.0	6.0
Mycobacterium virulence operon involved in fatty acids biosynthesis	8.0	3.0	2.0	1.0	9.0	509.0	7.0	4.0	2.0	8.0	2.0	3.0	26.0	7.0	15.0	8.0	8.0	13.0	2.0	6.0	6.0	0.0
Mycobacterium virulence operon involved in lipid metabolism	2.0	2.0	1.0	0.0	0.0	48.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0
Mycobacterium virulence operon involved in protein synthesis (LSU ribosomal proteins)	1795.0	529.0	1303.0	757.0	2352.0	1480.0	998.0	1813.0	728.0	1988.0	786.0	712.0	2243.0	2250.0	889.0	1797.0	774.0	1946.0	1107.0	1913.0	1907.0	459.0
Mycobacterium virulence operon involved in protein synthesis (SSU ribosomal proteins)	14801.0	6623.0	14844.0	10526.0	22634.0	16177.0	11703.0	17474.0	10858.0	21241.0	10280.0	9336.0	22310.0	25306.0	11603.0	19352.0	11494.0	21426.0	15404.0	19785.0	18532.0	7370.0
Mycobacterium virulence operon possibly involved in quinolinate biosynthesis	3067.0	2070.0	4234.0	2433.0	6159.0	3769.0	2860.0	4427.0	2648.0	5561.0	2165.0	143.0	5681.0	6178.0	3035.0	5346.0	2800.0	6153.0	3193.0	4938.0	4802.0	1959.0
MymA operon of Mycobacterium tuberculosis	30.0	0.0	1.0	0.0	27.0	4.0	15.0	65.0	0.0	73.0	0.0	0.0	109.0	66.0	2.0	2.0	1.0	20.0	1.0	5.0	50.0	0.0
Myxoxanthophyll biosynthesis in Cyanobacteria	20.0	0.0	48.0	237.0	16.0	0.0	161.0	9.0	241.0	49.0	0.0	0.0	61.0	67.0	214.0	43.0	231.0	34.0	3.0	24.0	34.0	169.0
N-Acetyl-Galactosamine and Galactosamine Utilization	14382.0	11660.0	19054.0	6403.0	27152.0	20774.0	8326.0	18974.0	6494.0	22033.0	4085.0	1755.0	22245.0	26688.0	5476.0	24550.0	5315.0	26756.0	26349.0	24750.0	20263.0	4237.0
N-heterocyclic aromatic compound degradation	73.0	6.0	50.0	4.0	214.0	4.0	92.0	52.0	7.0	416.0	4.0	115.0	815.0	386.0	8.0	194.0	4.0	223.0	6.0	97.0	296.0	1.0
N-linked Glycosylation in Bacteria	6410.0	2584.0	6602.0	4745.0	9348.0	5280.0	4970.0	8110.0	5195.0	9685.0	3041.0	2076.0	10928.0	11526.0	5621.0	9488.0	5285.0	10439.0	6365.0	9626.0	8963.0	3869.0
NAD and NADP cofactor biosynthesis global	28596.0	11758.0	31206.0	15145.0	46181.0	27243.0	20369.0	34865.0	16021.0	42246.0	18696.0	13416.0	45340.0	48652.0	17718.0	41532.0	16187.0	45723.0	20525.0	40577.0	37146.0	11681.0
NAD regulation	5633.0	1998.0	6854.0	2693.0	9335.0	3414.0	3377.0	5749.0	2934.0	6968.0	2121.0	355.0	7264.0	8887.0	3386.0	6335.0	3054.0	6741.0	4197.0	6830.0	5446.0	2618.0
Na(+) H(+) antiporter	2418.0	1766.0	2917.0	1451.0	4149.0	1569.0	3360.0	3173.0	1443.0	4035.0	1317.0	946.0	4003.0	4365.0	1703.0	4449.0	1536.0	4777.0	2355.0	4033.0	3785.0	1576.0
Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	13984.0	9109.0	15754.0	12524.0	22926.0	14555.0	13567.0	17926.0	12988.0	21535.0	12515.0	3768.0	21835.0	24823.0	14342.0	24980.0	13068.0	27056.0	8330.0	22191.0	20130.0	11438.0
Na+ translocating decarboxylases and related biotin-dependent enzymes	2371.0	1269.0	3294.0	1914.0	5134.0	1994.0	2116.0	3243.0	1979.0	4043.0	1910.0	689.0	3967.0	4500.0	1842.0	3629.0	2012.0	4174.0	2095.0	3132.0	3266.0	1620.0
Naphtalene and antracene degradation	109.0	0.0	253.0	1.0	218.0	4.0	26.0	131.0	1.0	124.0	0.0	0.0	157.0	211.0	1.0	178.0	0.0	169.0	1.0	173.0	129.0	0.0
Natural DNA Transformation in Vibrio	968.0	454.0	1217.0	680.0	1636.0	923.0	839.0	1307.0	832.0	1538.0	750.0	589.0	1561.0	1874.0	886.0	1908.0	817.0	2176.0	1032.0	1804.0	1530.0	498.0
Neotrehalosadiamine (NTD) Biosynthesis Operon	24.0	0.0	10.0	1.0	120.0	689.0	1.0	22.0	0.0	16.0	1.0	0.0	16.0	14.0	0.0	30.0	0.0	37.0	0.0	30.0	23.0	0.0
NiFe hydrogenase maturation	5885.0	4278.0	11519.0	6412.0	14009.0	7620.0	6754.0	9671.0	6800.0	11993.0	6698.0	5928.0	11933.0	14733.0	6994.0	14106.0	7248.0	15229.0	9841.0	12641.0	9995.0	4619.0
Nicotinate catabolism, anaerobic	1.0	0.0	0.0	0.0	0.0	36.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
Nitrate and nitrite ammonification	34869.0	18078.0	48570.0	29061.0	64807.0	36221.0	33191.0	47230.0	29536.0	58541.0	30419.0	16042.0	59133.0	66565.0	35643.0	64505.0	32020.0	69298.0	45055.0	56610.0	51869.0	20524.0
Nitric oxide synthase	1474.0	634.0	1533.0	952.0	2331.0	2514.0	1027.0	1613.0	907.0	1912.0	789.0	430.0	2110.0	2587.0	1073.0	1759.0	980.0	1848.0	1585.0	1879.0	1722.0	732.0
Nitrilase	20.0	0.0	17.0	0.0	48.0	88.0	16.0	25.0	1.0	73.0	63.0	11.0	79.0	50.0	0.0	37.0	0.0	38.0	1.0	32.0	40.0	0.0
Nitrogen Metabolism in Aspergillus nidulans	11506.0	6863.0	25775.0	10843.0	26578.0	13364.0	11208.0	17194.0	11345.0	19792.0	10169.0	1956.0	18256.0	25648.0	13232.0	23412.0	11724.0	23602.0	15414.0	21805.0	16420.0	7994.0
Nitrogen fixation	2255.0	31.0	818.0	25.0	4018.0	166.0	973.0	2801.0	10.0	3634.0	13.0	12921.0	3355.0	2647.0	9.0	2233.0	12.0	2913.0	8.0	1903.0	2156.0	3.0
Nitrosative stress	9882.0	5114.0	13763.0	8519.0	17532.0	10211.0	9095.0	13467.0	8915.0	15822.0	8084.0	2886.0	16286.0	18999.0	10302.0	18934.0	9132.0	20202.0	12915.0	17255.0	14943.0	5757.0
Nonhomologous End-Joining in Bacteria	49.0	4.0	40.0	4.0	97.0	518.0	59.0	58.0	8.0	276.0	6.0	5.0	415.0	187.0	15.0	61.0	10.0	88.0	12.0	43.0	178.0	2.0
Nonmevalonate Branch of Isoprenoid Biosynthesis	8982.0	4903.0	11342.0	6256.0	15511.0	10804.0	7497.0	12456.0	6507.0	14973.0	6610.0	4190.0	15804.0	17296.0	7151.0	15005.0	7010.0	16708.0	10309.0	14364.0	13427.0	5374.0
Novel non-oxidative pathway of Uracil catabolism	19.0	2.0	4.0	7.0	40.0	0.0	19.0	26.0	5.0	59.0	0.0	0.0	117.0	69.0	8.0	20.0	7.0	34.0	0.0	20.0	49.0	5.0
Nucleoid-associated proteins in Bacteria	1440.0	691.0	1485.0	809.0	2259.0	901.0	1163.0	1648.0	760.0	1947.0	1206.0	532.0	2054.0	2105.0	1025.0	1947.0	975.0	2068.0	1425.0	2031.0	1811.0	737.0
Nucleoside triphosphate pyrophosphohydrolase MazG	1171.0	602.0	1585.0	1069.0	2007.0	2003.0	1082.0	1649.0	1074.0	1930.0	911.0	791.0	2078.0	2251.0	1223.0	2039.0	1148.0	2401.0	1392.0	2036.0	1825.0	669.0
Nudix KE	8892.0	3887.0	10347.0	6474.0	14228.0	6526.0	7102.0	10835.0	6760.0	13242.0	5335.0	3606.0	13832.0	15281.0	7400.0	13560.0	6848.0	14848.0	11480.0	13074.0	11883.0	4372.0
Nudix proteins (nucleoside triphosphate hydrolases)	9552.0	4922.0	12687.0	8113.0	16704.0	10978.0	8746.0	12484.0	8165.0	15543.0	7381.0	3795.0	16010.0	17784.0	9023.0	15635.0	8486.0	17377.0	11586.0	14453.0	13630.0	5403.0
NusA-TFII Cluster	8207.0	3009.0	8217.0	4389.0	12572.0	6972.0	5330.0	9143.0	4520.0	11190.0	5019.0	4317.0	11986.0	13359.0	5058.0	10136.0	5005.0	11299.0	5126.0	10186.0	9720.0	2898.0
O-Methyl Phosphoramidate Capsule Modification in Campylobacter	378.0	395.0	739.0	540.0	948.0	885.0	537.0	760.0	587.0	879.0	859.0	61.0	1076.0	1101.0	813.0	897.0	573.0	980.0	628.0	823.0	718.0	372.0
O-antigen capsule important for environmental persistence	7995.0	194.0	20737.0	20748.0	16942.0	24152.0	13580.0	12278.0	20990.0	14451.0	17924.0	12768.0	14138.0	18945.0	893.0	18153.0	22600.0	18041.0	29323.0	17361.0	11496.0	13901.0
Omega-amidase	2331.0	1686.0	2423.0	2492.0	4420.0	3621.0	2421.0	2679.0	2578.0	3460.0	2148.0	1264.0	3518.0	3964.0	3907.0	3175.0	2340.0	3762.0	5604.0	2879.0	2854.0	1658.0
Omega-amidase KE	10095.0	5860.0	10544.0	9918.0	18367.0	10955.0	9928.0	11909.0	10268.0	15310.0	7422.0	22300.0	15564.0	17389.0	12468.0	14421.0	9829.0	16355.0	25567.0	13060.0	13342.0	7109.0
Omega-amidase KE2	44428.0	21392.0	51015.0	31286.0	75454.0	48996.0	35751.0	54276.0	32612.0	68505.0	29947.0	36485.0	71980.0	79362.0	36602.0	64592.0	33467.0	69940.0	45791.0	61259.0	58006.0	23904.0
One-carbon metabolism by tetrahydropterines	5209.0	1418.0	4229.0	2653.0	7412.0	4430.0	3371.0	5610.0	2807.0	6894.0	2739.0	1023.0	7956.0	7825.0	3188.0	6256.0	3026.0	6983.0	4158.0	6331.0	6238.0	1857.0
Orphan regulatory proteins	34438.0	19212.0	47837.0	19667.0	64255.0	34479.0	27081.0	46736.0	18580.0	57807.0	28607.0	19778.0	58343.0	64931.0	21975.0	60851.0	22139.0	65618.0	34470.0	56297.0	51244.0	14679.0
Osmoprotectant ABC transporter YehZYXW of Enterobacteriales	2709.0	2108.0	5639.0	3177.0	6683.0	3992.0	3241.0	4131.0	3036.0	5257.0	3325.0	2026.0	4915.0	6197.0	3872.0	5729.0	3427.0	5983.0	5230.0	4754.0	3955.0	2304.0
Osmoregulation	8073.0	2386.0	6856.0	3585.0	11555.0	4927.0	4682.0	8604.0	3705.0	10487.0	3473.0	2351.0	11106.0	11990.0	4551.0	10686.0	3716.0	11808.0	5846.0	11021.0	9801.0	2443.0
Osmotic stress cluster	796.0	517.0	1270.0	640.0	1619.0	967.0	692.0	1088.0	657.0	1305.0	795.0	745.0	1281.0	1498.0	753.0	1379.0	771.0	1490.0	1025.0	1270.0	1105.0	485.0
Outer membrane	3708.0	2058.0	6948.0	2360.0	8292.0	3190.0	3045.0	5453.0	2435.0	6546.0	3728.0	4266.0	6080.0	7322.0	2538.0	6691.0	2636.0	6801.0	3100.0	6412.0	5013.0	2000.0
Oxidative stress	27371.0	14319.0	32306.0	19462.0	46528.0	33443.0	22805.0	36070.0	19611.0	43878.0	24128.0	15727.0	46520.0	49665.0	24759.0	43654.0	20555.0	48397.0	23993.0	41563.0	39335.0	13303.0
Oxygen and light sensor PpaA-PpsR	57.0	2.0	9.0	1.0	75.0	1.0	44.0	68.0	2.0	158.0	91.0	14.0	226.0	159.0	5.0	179.0	3.0	175.0	3.0	150.0	198.0	1.0
Oxygen stress response / Human gut microbiome	7687.0	3978.0	14070.0	7577.0	16550.0	9847.0	7735.0	10667.0	8054.0	12941.0	6734.0	2646.0	12043.0	15596.0	9563.0	13325.0	8162.0	13844.0	8186.0	12261.0	10149.0	5022.0
P uptake (cyanobacteria)	2861.0	1918.0	6303.0	3261.0	6409.0	3860.0	2819.0	4224.0	3499.0	4909.0	2869.0	251.0	4480.0	6420.0	3215.0	5748.0	3582.0	6158.0	4970.0	5486.0	4372.0	2332.0
Paerucumarin Biosynthesis	24.0	0.0	20.0	57.0	135.0	1.0	72.0	117.0	78.0	104.0	0.0	215.0	191.0	124.0	1.0	325.0	94.0	323.0	0.0	258.0	205.0	42.0
Pentose phosphate pathway	20856.0	10031.0	21610.0	13756.0	34176.0	14507.0	15193.0	21841.0	14539.0	27398.0	10934.0	9678.0	28069.0	32414.0	15556.0	23787.0	15157.0	26520.0	17414.0	23489.0	21928.0	9650.0
Peptide ABC transport system Sap	5681.0	2949.0	9029.0	4458.0	11499.0	5287.0	5200.0	7984.0	4673.0	9488.0	3852.0	4340.0	8873.0	10923.0	5462.0	10870.0	5214.0	11336.0	6454.0	9651.0	8097.0	3274.0
Peptide methionine sulfoxide reductase	4534.0	2073.0	4339.0	2125.0	7025.0	5068.0	3136.0	5640.0	2298.0	6964.0	2533.0	3469.0	7678.0	7982.0	2506.0	6984.0	2267.0	7236.0	3894.0	6385.0	6097.0	1468.0
Peptidoglycan Biosynthesis	67606.0	32314.0	77196.0	44778.0	109642.0	67039.0	51047.0	81335.0	47046.0	100266.0	40852.0	33703.0	105725.0	118844.0	51690.0	98089.0	47722.0	107697.0	60234.0	94396.0	87191.0	36255.0
Peptidoglycan Crosslinking of Peptide Stems	6702.0	4275.0	11526.0	6363.0	14335.0	8128.0	7081.0	9644.0	6395.0	11804.0	6599.0	4137.0	11239.0	13803.0	7815.0	12920.0	6824.0	13282.0	9331.0	11372.0	9695.0	3991.0
Peptidoglycan biosynthesis--gjo	15082.0	7602.0	15585.0	10399.0	23550.0	14087.0	11644.0	18540.0	10960.0	22394.0	9334.0	6467.0	24662.0	26700.0	12383.0	21458.0	10890.0	23979.0	15675.0	20879.0	19880.0	9553.0
Peptidyl-prolyl cis-trans isomerase	9319.0	4993.0	13404.0	8128.0	16500.0	8507.0	8669.0	12442.0	8504.0	14979.0	7043.0	4612.0	15331.0	17936.0	8961.0	16150.0	8922.0	17873.0	12548.0	15100.0	13878.0	5873.0
Peripheral Glucose Catabolism Pathways	290.0	2.0	39.0	6.0	401.0	11.0	284.0	420.0	11.0	1114.0	6.0	6.0	1799.0	829.0	15.0	511.0	12.0	669.0	2.0	460.0	966.0	6.0
Periplasmic Acid Stress Response in Enterobacteria	292.0	2.0	752.0	2.0	754.0	0.0	49.0	493.0	0.0	433.0	1.0	0.0	369.0	568.0	3.0	504.0	2.0	390.0	0.0	648.0	424.0	2.0
Periplasmic Stress Response	11421.0	7685.0	16407.0	10162.0	20740.0	12113.0	10986.0	15592.0	10442.0	18829.0	9647.0	7466.0	19504.0	22600.0	11542.0	20429.0	11110.0	22130.0	14042.0	18950.0	17438.0	9047.0
Periplasmic disulfide interchange	7815.0	4716.0	11653.0	5415.0	14719.0	7505.0	6530.0	11242.0	5555.0	13948.0	5312.0	3855.0	14691.0	16044.0	7031.0	13864.0	5877.0	15287.0	9026.0	12998.0	12355.0	3607.0
Periplasmic-Binding-Protein-Dependent Transport System for &#945;-Glucosides	48.0	17.0	20.0	10.0	51.0	10.0	21.0	40.0	7.0	42.0	5.0	793.0	81.0	50.0	6.0	66.0	31.0	73.0	30.0	70.0	63.0	9.0
Perosamine Synthesis Vibrio	5.0	0.0	10.0	4.0	13.0	100.0	7.0	15.0	3.0	18.0	0.0	8.0	20.0	10.0	43.0	14.0	3.0	9.0	1.0	10.0	10.0	2.0
Persister Cells	4396.0	2059.0	5006.0	3023.0	7308.0	2851.0	3594.0	5456.0	3107.0	6414.0	2569.0	1542.0	6314.0	6999.0	3729.0	6521.0	3324.0	7264.0	4483.0	6321.0	5755.0	2047.0
Petrobactin-mediated iron uptake system	1.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	3.0	0.0	10.0	4.0	0.0	1.0	0.0	0.0	1.0	2.0	5.0	1.0
Phage DNA methyltransferases	553.0	38.0	339.0	16.0	768.0	786.0	6892.0	485.0	1327.0	606.0	65.0	10.0	661.0	737.0	2884.0	420.0	5.0	539.0	29.0	442.0	463.0	4.0
Phage Dual Exonuclease Exclusion	169.0	462.0	362.0	17.0	509.0	1650.0	319.0	523.0	20.0	567.0	18.0	52.0	549.0	592.0	18.0	343.0	31.0	366.0	46.0	345.0	273.0	17.0
Phage Ea cluster	232.0	51.0	318.0	6.0	443.0	217.0	2518.0	314.0	4.0	384.0	307.0	2.0	324.0	406.0	642.0	371.0	2.0	406.0	8.0	351.0	293.0	1.0
Phage Family Inoviridae	154.0	4.0	292.0	0.0	686.0	0.0	80.0	456.0	0.0	410.0	0.0	9.0	381.0	511.0	1.0	412.0	2.0	357.0	3.0	439.0	257.0	0.0
Phage capsid proteins	2981.0	1561.0	3600.0	16.0	4850.0	1292.0	2018.0	3705.0	11.0	3730.0	801.0	3099.0	3665.0	4563.0	704.0	3899.0	917.0	4301.0	10.0	3910.0	3183.0	1053.0
Phage cyanophage	52.0	0.0	2.0	0.0	1.0	0.0	26.0	107.0	0.0	3.0	0.0	0.0	51.0	25.0	0.0	2.0	1.0	2.0	0.0	4.0	0.0	0.0
Phage entry and exit	763.0	43.0	1012.0	8.0	1358.0	2390.0	903.0	951.0	4.0	1114.0	88.0	2.0	969.0	1240.0	1316.0	1071.0	649.0	1133.0	3.0	1109.0	835.0	2.0
Phage head and packaging	13924.0	1442.0	15322.0	423.0	19860.0	8395.0	13735.0	18205.0	1157.0	16105.0	1224.0	7242.0	16793.0	18692.0	7214.0	15377.0	6472.0	16594.0	52.0	16826.0	12606.0	3085.0
Phage integration and excision	8472.0	5103.0	10564.0	932.0	14377.0	6172.0	4480.0	9764.0	749.0	11798.0	5092.0	2618.0	11174.0	12637.0	1862.0	11251.0	1527.0	11864.0	6522.0	11413.0	9680.0	2338.0
Phage neck proteins	195.0	1.0	41.0	1.0	79.0	1.0	263.0	1062.0	0.0	60.0	0.0	0.0	171.0	110.0	86.0	45.0	6.0	44.0	1.0	35.0	44.0	0.0
Phage nin genes - N-independent survival	1721.0	766.0	3207.0	1115.0	3517.0	3480.0	1746.0	2344.0	6.0	2957.0	1263.0	179.0	2538.0	3421.0	1825.0	3281.0	1778.0	3262.0	4.0	2955.0	2280.0	736.0
Phage packaging machinery	12172.0	5330.0	15937.0	197.0	20423.0	15033.0	18897.0	16296.0	2374.0	17863.0	5967.0	8536.0	18055.0	20065.0	9241.0	18660.0	5955.0	20384.0	176.0	18279.0	15750.0	2297.0
Phage shock protein (psp) operon	2394.0	1164.0	3083.0	1474.0	4171.0	1668.0	1850.0	3147.0	1618.0	3605.0	1469.0	1111.0	3654.0	4007.0	1786.0	4267.0	1757.0	4541.0	2347.0	3881.0	3306.0	1173.0
Phage tail fiber proteins	12677.0	2892.0	21446.0	2682.0	24766.0	11280.0	11817.0	16393.0	526.0	18844.0	7180.0	7295.0	17677.0	21022.0	6364.0	19092.0	1410.0	20010.0	273.0	17265.0	14455.0	4816.0
Phage tail proteins 2	14932.0	1923.0	19465.0	3649.0	25860.0	15108.0	11270.0	15466.0	60.0	19286.0	4806.0	7374.0	19001.0	22277.0	9676.0	18011.0	1675.0	19202.0	637.0	17415.0	15142.0	5041.0
Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems	491.0	3.0	324.0	0.0	716.0	299.0	219.0	615.0	0.0	742.0	4.0	33.0	825.0	801.0	1.0	793.0	5.0	929.0	0.0	795.0	734.0	1.0
Phenazine biosynthesis	179.0	56.0	125.0	144.0	297.0	232.0	159.0	199.0	142.0	272.0	121.0	162.0	285.0	276.0	169.0	265.0	132.0	305.0	51.0	213.0	258.0	82.0
Phenol hydroxylase	37.0	1.0	5.0	0.0	54.0	0.0	45.0	85.0	0.0	244.0	0.0	0.0	326.0	198.0	0.0	24.0	0.0	48.0	0.0	27.0	99.0	0.0
Phenylacetyl-CoA catabolic pathway (core)	6162.0	5326.0	12965.0	9371.0	14270.0	10679.0	8749.0	8929.0	9641.0	11676.0	39.0	26.0	11169.0	13485.0	11281.0	11315.0	10428.0	11749.0	44.0	8518.0	8562.0	6629.0
Phenylalanine and Tyrosine Branches from Chorismate	9069.0	3441.0	10111.0	5655.0	14764.0	9194.0	6758.0	10740.0	5806.0	13184.0	5465.0	6880.0	13794.0	15146.0	6660.0	12874.0	5948.0	14177.0	8213.0	12183.0	11553.0	3765.0
Phenylpropanoid compound degradation	855.0	313.0	1174.0	8.0	1888.0	2339.0	454.0	1250.0	15.0	2089.0	558.0	8.0	2255.0	2085.0	7.0	1378.0	9.0	1527.0	3.0	1063.0	1445.0	4.0
Phenylpropanoids general biosynthesis in plants	1.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	2.0	0.0	0.0	5.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Phenylpropionate Degradation	1550.0	26.0	3681.0	33.0	3433.0	537.0	677.0	2427.0	39.0	3027.0	7.0	72.0	2729.0	3525.0	45.0	3219.0	46.0	3209.0	12.0	3030.0	2275.0	25.0
Phosphate metabolism	54471.0	22232.0	63802.0	35205.0	88992.0	51518.0	41178.0	67709.0	36106.0	82338.0	32709.0	32237.0	88120.0	95973.0	39200.0	82273.0	38149.0	91462.0	50598.0	79171.0	75580.0	23958.0
Phosphoenolpyruvate phosphomutase	7.0	0.0	0.0	0.0	4.0	63.0	2.0	6.0	0.0	8.0	1.0	1.0	14.0	8.0	1.0	3.0	2.0	19.0	0.0	3.0	14.0	1.0
Phosphoglycerate transport system	2542.0	13.0	3613.0	11.0	5395.0	13.0	1216.0	3398.0	7.0	4607.0	7.0	9.0	4484.0	4242.0	19.0	4656.0	8.0	5110.0	11.0	4418.0	3877.0	6.0
Phospholipid and Fatty acid biosynthesis related cluster	8083.0	12167.0	10472.0	20893.0	16211.0	219.0	15394.0	12370.0	21555.0	16922.0	18919.0	13995.0	17955.0	20474.0	23067.0	18548.0	21639.0	19439.0	30545.0	15755.0	14557.0	13641.0
Phosphonate metabolism	3100.0	17.0	3447.0	13.0	5510.0	2489.0	1316.0	3667.0	7.0	4835.0	11.0	695.0	5046.0	5279.0	14.0	5387.0	15.0	6198.0	20.0	5052.0	5450.0	13.0
