Subsystem 3	FAME000001	FAME000005	FAME000004	FAME000003	FAME000002	FAME000006	FAME000007	FAME000008	FAME000009	FAME000010	FAME000011	FAME000012	FAME000013	FAME000014	FAME000016	FAME000015	FAME000017	FAME000018	FAME000019	FAME000020	FAME000022	FAME000023
Peptide methionine sulfoxide reductase	0.0473595561969374	0.0409196647881651	0.028980834172293	0.0343363944436929	0.0403730098020632	0.0498935779035564	0.0382683386557768	0.0470277641755667	0.0305897104682296	0.0468651117250616	0.0380365009391927	0.0615734943130326	0.050219370953859	0.046316968339229	0.0446783230953598	0.0318070678091786	0.0279132358899781	0.0428563844420827	0.0324660168977368	0.0433719358939429	0.0463804671555345	0.0259957944354375
Peptidoglycan Biosynthesis	0.6496222298192136	0.6219499709666929	0.6562029668034277	0.6406841727158153	0.7355138383695011	0.6597849098471824	0.6319956867609465	0.6506709579935145	0.6799282774617399	0.6487871918949709	0.64239799266786	0.6596616113585698	0.6573828038397839	0.6670627186406208	0.6446264158132227	0.6376061012025048	0.647383958216543	0.6437729175812644	0.5972722699393435	0.6474499642914281	0.6450941175923008	0.7240209237494757
Peptidoglycan Crosslinking of Peptide Stems	0.1268364725913687	0.1589652095946692	0.1791876993262508	0.1808291019030528	0.1808693915680593	0.1488505157660297	0.1681134583964957	0.1474243296524958	0.1762088561276043	0.1461099724119261	0.1886294110954912	0.1408388578785332	0.133464778983992	0.1472221355776786	0.1595359369102591	0.1850628924858733	0.1770533741718459	0.1500577598337278	0.1819917318685056	0.1483354886800457	0.1366289612112874	0.1529284592927126
Peptidoglycan biosynthesis--gjo	0.1179028305635768	0.1072332622697161	0.1090451192104936	0.1007392410849568	0.1344887914098061	0.1107912304710191	0.107546687880361	0.1177331192754798	0.1134113499208327	0.1141912348635319	0.121997237807378	0.0975721970558798	0.1215205609704531	0.1181586103460204	0.1084646573159245	0.1123671892262032	0.1053983030655259	0.110364230423069	0.1222966305918733	0.1110267113942196	0.1142849882766365	0.1339330894183007
Peptidyl-prolyl cis-trans isomerase	0.1413636916161692	0.1427865325067896	0.1755877997667338	0.1575519194429005	0.1750308006823535	0.1241397794318759	0.1602078542658483	0.1499117612347336	0.1798919289087963	0.147097313724466	0.1641467484794451	0.1274682983344005	0.1442685039227022	0.1494929941121114	0.155090615173051	0.1641476826989762	0.1754663629291469	0.1601120186595563	0.2074216843281797	0.1530924317885766	0.1558516505591959	0.1683260419935697
Peripheral Glucose Catabolism Pathways	0.0054390110410659	0.0043950531929016	0.0001689652987517	0.00060161276164	8.461725921312718e-05	0.0001556822177939	0.0065876732330215	0.0063933369693205	0.0002847263247305	0.0135467363541469	0.0001715072687638	0.0001608142900497	0.0208418471922096	0.0086775103855948	0.0062410045481269	0.0003395069916332	0.0002983754107526	0.0075234666080043	3.900798025260008e-05	0.0059434525312913	0.0134670756510323	0.0002299099864084
Periplasmic Acid Stress Response in Enterobacteria	0.0055402019441555	0.0083648383023505	5.63217662505896e-05	0.0117863787128269	8.461725921312718e-05		0.0011649780033132	0.0075311774674517		0.005371963832416	2.8584544793982604e-05		0.0043913065934099	0.0060568096700438	0.0062451349283705	7.105960289998975e-05	5.189137578307326e-05	0.0043951393383774		0.0084800526391415	0.0059947927307482	7.663666213616266e-05
Periplasmic Stress Response	0.1196073312303332	0.1198089281594998	0.1435594886922321	0.1287733806336983	0.1659943825422184	0.1190053188371821	0.1333812638568983	0.126141354792495	0.1450519891899518	0.1222258242087488	0.1459098089008842	0.1263196248340453	0.1234756473686394	0.1271385238305016	0.1305138201283836	0.1386491285250302	0.1453693649749647	0.1303987622320993	0.135118767597475	0.1299766545546738	0.1301675926312122	0.1746517598140593
Periplasmic disulfide interchange	0.0846917263408395	0.0930227707761394	0.0888227108135444	0.1045393723117718	0.1171561210997084	0.0781164963494481	0.0905655484779839	0.099712585572111	0.0896864961100872	0.0994576301550537	0.0885334813631626	0.0683001263311115	0.0997574348549468	0.0980090436963388	0.0978827836086356	0.1054366596807181	0.0898650521529947	0.098801901630287	0.090912973976216	0.0965879740465022	0.0990151714913672	0.0819469441833475
Periplasmic-Binding-Protein-Dependent Transport System for &#945;-Glucosides	0.0008601226762615	0.0005657914501589	0.0002816088312529	0.0003034220884793	0.0007192467033115	0.0001739977728285	0.0004715387156268	0.0005867787322201	0.0001928791232045	0.0005148648938689	0.0001429227239699	0.0263046231581307	0.0009361773767341	0.000512745792173	0.0007930330067772	0.0001421192057999	0.0007870191993766	0.0007910495630498	0.0005071037432838	0.0008746144825863	0.0008624583881501	0.0003448649796127
Perosamine Synthesis Vibrio	4.743323582324933e-05	6.379021251792506e-05	3.5201103906618495e-05	7.847122977914112e-05		0.0009096725667174	6.736267366097266e-05	0.0001122533226855	2.7554160457795834e-05	0.0001095897163656		0.0001320974525408	0.0001110718921549	5.341102001802303e-05	8.467279499444176e-05	0.0004974172202999	2.594568789153663e-05	4.719866127982682e-05	9.751995063150018e-06	6.216087968506549e-05	6.056060266518492e-05	2.554555404538755e-05
Persister Cells	0.0794506700039426	0.0773803012717438	0.0819763307777331	0.0747752348565435	0.0833480003249302	0.045019634274997	0.0819526362738963	0.0795212742752274	0.0824420480897251	0.0760573308882833	0.0682027238784424	0.0499672972654448	0.0716056687602924	0.0718645274342499	0.0769056149462931	0.0854610157543876	0.0832467395999952	0.0786254179063867	0.0842572373456161	0.0790751822098964	0.0777485028924167	0.07539131637645
Petrobactin-mediated iron uptake system	1.8973294329299732e-05	2.2187900006234808e-05			8.461725921312718e-05		2.3775061292108005e-05	1.530727127530846e-05		2.481276596958922e-05	8.57536343819478e-05		0.0001190055987373	3.0266244676879717e-05	1.2391140730893915e-05				1.950399012630004e-05	2.617300197265916e-05	6.362397945369622e-05	3.831833106808133e-05
Phage DNA methyltransferases	0.0104732584697734	0.0085035126773894	0.0004505741300047	0.0053203493790257	0.0016077279250494	0.0143960262571796	0.163560534159057	0.0074163729328869	0.036564370927495	0.0074872521313235	0.0018579954116088	0.0003446020501065	0.0078424689567945	0.0078621021466529	0.0051918879662445	0.0681816889825401	0.0001297284394576	0.0060942911444512	0.0005558637185995	0.0057776901854645	0.0065391312216298	0.0001532733242723
Phage Dual Exonuclease Exclusion	0.0032064867416516	0.0056468205515867	0.00047873501313	0.0056813170360098	0.0195465868782323	0.0302206658070566	0.0075842445521824	0.0080057028769863	0.0005510832091559	0.0070344191523785	0.0005145218062916	0.0017919306605538	0.0065334073706831	0.0063238647701339	0.0042501612706966	0.0004263576173999	0.0008043163246376	0.0041459304068199	0.0008971835458098	0.0045148428402837	0.0038598547535242	0.0006514116281573
Phage Ea cluster	0.0044018042843975	0.004914619851381	0.0001689652987517	0.0049907702139533	0.0021577401099347	0.0039744754425038	0.0598656043335279	0.0048064831804468	0.0001102166418311	0.0047640510661611	0.0087754552517526	6.89204100213033e-05	0.0038557813990917	0.0043369748254634	0.0045971132111616	0.0152067550205978	5.189137578307326e-05	0.0045990375551063	0.0001560319210104	0.0045933618462016	0.0041426279955406	3.831833106808133e-05
Phage Family Inoviridae	0.0025708813816201	0.0064899607518236		0.0037980075213104	0.0001480802036229		0.0017355794743238	0.0059162603479067		0.0044725010660184		0.0003101418450958	0.0038676819589654	0.0046574409455716	0.0045661353593344	2.3686534299996584e-05	5.189137578307326e-05	0.0035455634353405	3.900798025260008e-05	0.0049205243708599	0.0031599909795335	
Phage capsid proteins	0.0391166084755729	0.0403080183446598	0.0003285436364617	0.0416656073050646	0.0646334831622936	0.0226929726878443	0.0365620817570467	0.0422276590248176	0.0001745096828993	0.0363521495567964	0.0227580617468091	0.1001034495354419	0.0336547833229362	0.0380411088241699	0.0383671020830911	0.0083929286536321	0.0233338219771219	0.0383602399685664	0.0001657839160735	0.0390130405237461	0.0352736054978658	0.032200170874211
Phage cyanophage	0.0004933056525617	5.546975001558702e-06		2.3541368933742335e-05			0.0003090757967974	0.0008265926488666		1.860957447719192e-05			0.0003034642767803	0.000133527550045	1.2391140730893915e-05		2.594568789153663e-05	2.2655357414316875e-05		4.580275345215352e-05		
Phage entry and exit	0.0142299707469748	0.0142335378539996	0.0002252870650023	0.0152783484379987	0.0018192710730822	0.0437741765326456	0.0213143424483748	0.0137688905121399	0.0001102166418311	0.0133616744746237	0.0025154399418704	6.89204100213033e-05	0.0110437195628305	0.0126851172542804	0.0128929819304951	0.0311714791387955	0.0151782274165489	0.0124698863101302	5.851197037890011e-05	0.0138913207969888	0.0114947322879677	7.663666213616266e-05
Phage head and packaging	0.1873438893153662	0.1525667739303712	0.0097155046782267	0.1582620840724015	0.0363008042024315	0.131771260696284	0.2151504359078237	0.1998274972575747	0.0193935366022119	0.1384767385074815	0.0323291201619943	0.1309866852659879	0.1390868018110113	0.1378198376504393	0.126635393079614	0.1203275942439826	0.1336029955161526	0.1246941432351745	0.0006826396544205	0.146837084317111	0.1197179431168633	0.0861779265721149
Phage integration and excision	0.1595027934381241	0.1583199115028213	0.0262177821896494	0.1648131239051301	0.2152451531233923	0.1066331614113233	0.1054146592589915	0.1473243221468304	0.0197838872086974	0.1452088554611305	0.1452523643706225	0.089424232002641	0.1319426973761407	0.1339163822707887	0.1384813236183485	0.0438674615235936	0.0395412283467018	0.1334664864206431	0.1271270076432236	0.1482918670100913	0.1360681276146215	0.0894349847129018
Phage neck proteins	0.0027795876192424	0.000804311375226	2.81608831252948e-05	0.0005492986084539	2.1154314803281795e-05	1.831555503457976e-05	0.0038198598475986	0.0092481430621655		0.0006761478726713			0.001737481741566	0.0009827627683316	0.0004956456292357	0.001831758652533	0.0001556741273492	0.0004531071482863	9.751995063150018e-06	0.0004318545325488	0.0005726158150832	
Phage nin genes - N-independent survival	0.032539199774749	0.0389619524109483	0.0313993846847037	0.050150962951849	0.0324084102786277	0.0636099226350955	0.0414518193627903	0.0357884002416711	0.0001653249627467	0.0365864234221593	0.0361022800748	0.0061683766969066	0.0301560187200566	0.0364369978562953	0.0405562036122157	0.0432279250974937	0.0461314330711521	0.0368546026737399	7.801596050520015e-05	0.0385397454047406	0.0321089016309653	0.0282022916661078
Phage packaging machinery	0.1708244743859894	0.1711269522855866	0.0048483653780715	0.1815641157553177	0.202143580821893	0.2527592383659591	0.3491922502176211	0.1842446950993108	0.0550256584342182	0.1694575445510111	0.1680056620266327	0.1776458028504104	0.1635067506719254	0.1625900883674643	0.176542777563411	0.1783398645003912	0.1225155382238359	0.177283835606383	0.0031303904152711	0.1770603583450391	0.1732528089397817	0.0634807018027881
Phage shock protein (psp) operon	0.0373584165343911	0.0379135741356537	0.0322301307368999	0.039831996235892	0.0395585686821369	0.0226380260227405	0.0347472520784158	0.0394697989833828	0.0342360443688113	0.0367135888477534	0.0314858760905718	0.0308763436895438	0.0354993701033658	0.0350750168458357	0.043948278387298	0.0315978367561954	0.0352472170006525	0.0424164929189547	0.0415922589443348	0.0420011249156247	0.0383935369347804	0.0351762279204986
Phage tail fiber proteins	0.2289327853232325	0.2529960073534864	0.0754430058926647	0.3035079115172492	0.1126582036684858	0.2019762769656927	0.2764934832523274	0.2361381848520257	0.0143281634380538	0.2217512715246929	0.1915355064828793	0.2478550245391121	0.2005211698739731	0.2120846942044556	0.2215467936953288	0.147663828704037	0.0365315285512835	0.2138502412458951	0.0052953333192904	0.2099898094024639	0.1922163797292878	0.1842038811104805
Phage tail proteins 2	0.2703820930554072	0.2736553892227304	0.1026886603163875	0.2897193302335552	0.0804639620734161	0.2691623441956783	0.2623597826135196	0.2283270851603199	0.0015797718662469	0.2317822501134253	0.1372582200099054	0.2498215535717198	0.2192936002200492	0.2305285497569229	0.2153425369770227	0.2272190019062922	0.0433811901546492	0.2102376712053223	0.0124240417104531	0.2179120522573647	0.2063207831499195	0.1888838266115955
Phd-Doc, YdcE-YdcD toxin-antitoxin (programmed cell death) systems	0.0087530131172502	0.0076566744938181		0.0049724602603382	0.0001269258888196	0.0028480688078771	0.0050165379326347	0.0089215879416256		0.0087382290822903	8.57536343819478e-05	0.0010797530903337	0.0092110333422746	0.0081077928387358	0.0094358536665757	2.3686534299996584e-05	9.080990762037822e-05	0.0101533760145163		0.0099653705010899	0.0100101727673815	3.831833106808133e-05
Phenazine biosynthesis	0.003358273096286	0.0032523763425805	0.0040551671700424	0.0019539336215006	0.0023692832579675	0.0042308932129879	0.0037643847045837	0.0030078788055981	0.003912690785007	0.0033050604271492	0.0034587299200718	0.0055825532117255	0.003343065611198	0.0029109005909822	0.0032093054493015	0.0040030242966994	0.0034248308016828	0.0034152951302082	0.0009947034964413	0.0027154489546633	0.0036194974978102	0.0031421031475826
Phenol hydroxylase	0.0006356053600315	0.0005084727084762		7.062410680122701e-05	1.4102876535521197e-05		0.0009549649618996	0.0012934644227635		0.0027294042566548			0.0033301733380015	0.0019637451693293	0.0002374968640088			0.0004361156302255		0.0003009895226855	0.0012819053638078	
Phenylacetyl-CoA catabolic pathway (core)	0.1095065751385395	0.1473680554107622	0.2381304795482361	0.1881797341263655	0.2056452496906486	0.1793721602925573	0.1904518549575979	0.1277945768759339	0.2390575603742136	0.1364977291408432	0.0010576281573773	0.0008442750227609	0.1247019708147161	0.1341376813523554	0.1310207326660655	0.242071471013877	0.244288566408856	0.1248804814851674	0.0008012889276888	0.1040707408664393	0.1139904413890123	0.2289137615655324
Phenylalanine and Tyrosine Branches from Chorismate	0.0916422012059558	0.0841238952543332	0.0644096165839887	0.0760336173749476	0.0636177313805938	0.0898859161471467	0.0734216631203332	0.0851469703652436	0.0648909168246726	0.0857029407502503	0.0681322589618224	0.1753565549924003	0.0869908780021393	0.0817314634702784	0.0762600392751628	0.0643249907094017	0.062868553605943	0.0797720753859415	0.0682322751002965	0.0780843864024958	0.0851955434592734	0.058898604897079
Phenylpropanoid compound degradation	0.0132092075120584	0.0172825251131897	0.0001806990000539	0.0125190384281982	0.0131297780545702	0.0407185314343765	0.0093479578490353	0.0152809937929525	0.0002213517556776	0.0215668426346674	0.0159287375864468	0.0002756816400852	0.0224652819016523	0.018073398990432	0.0131073486651395	9.869389291665244e-05	0.0001660524025058	0.0140493423111983	5.851197037890011e-05	0.0102000550854448	0.0163391092124458	0.0001245345759712
Phenylpropanoids general biosynthesis in plants	1.8973294329299732e-05	1.1093950003117404e-05			4.230862960656359e-05	3.663111006915952e-05	2.3775061292108005e-05	1.530727127530846e-05		2.481276596958922e-05			5.950279936869909e-05	1.0682204003604605e-05	1.2391140730893915e-05	2.3686534299996584e-05					1.413866210082138e-05	
Phenylpropionate Degradation	0.0123405468533487	0.0154274317735017	0.0002966279689197	0.0228513452532176	0.0003772519473251	0.0085029964248036	0.0072153348511332	0.0151373605641525	0.0003797881783099	0.01635099245481	8.813567978144635e-05	0.0008356599715083	0.014453229966657	0.0154703239114869	0.0162879479717478	0.0003592457702166	0.0004181580031852	0.0151815437979788	8.451729054730014e-05	0.0158911562560497	0.0133105068000063	0.0003352853968457
Phosphate metabolism	0.7136625093287613	0.6662572184278512	0.6600834354546312	0.6599166237952174	0.6371572000369202	0.6705979115848278	0.6660517284801654	0.7127047708043593	0.6680120554088103	0.7047368614484609	0.6176509872634449	0.949308387514348	0.7313737518206413	0.7056737044621312	0.7027470353129233	0.6083592227153227	0.6588240265224229	0.7137701165185415	0.6660631125963354	0.717291299276133	0.7422964742115343	0.6210065798595902
Phosphoenolpyruvate phosphomutase	0.0001138397659757	3.8828825010910914e-05				0.0005860977611065	3.566259193816201e-05	7.653635637654232e-05		8.684468089356227e-05	2.8584544793982604e-05	3.446020501065165e-05	0.0001487569984217	8.011653002703454e-05	3.097785182723479e-05	1.1843267149998292e-05	3.891853183730495e-05	0.0001699151806073		3.2716252465823946e-05	0.0001767332762602	3.831833106808133e-05
Phosphoglycerate transport system	0.047983461358799	0.0595745115167404	0.0003097697143782	0.0565306739328932	0.0005077035552787	0.0002381022154495	0.0287440491021585	0.0517079623679919	0.0001928791232045	0.0569080787512528	0.0002000918135578	0.0003101418450958	0.0530764970368795	0.0451750407312438	0.0575444575542713	0.0004500441516999	0.0002075655031322	0.0577258506916794	0.0002145438913893	0.0576591233457681	0.0546459290196746	0.0002299099864084
Phospholipid and Fatty acid biosynthesis related cluster	0.1529532122356498	0.179444641300424	0.5874641828767748	0.1637328366418372	0.5134786832200591	0.0039927909975383	0.3652562666306552	0.1890141857075089	0.5919184749543701	0.2096554660600441	0.540676664778181	0.4822533390215645	0.2132163809778594	0.2181217039169364	0.2290564319809394	0.5452284897844714	0.5607814495250423	0.2195530687021448	0.5957006184325188	0.2054973249883333	0.2054347603249346	0.5206886417186232
Phosphonate metabolism	0.0587982391264998	0.0611221175421753	0.0003660914806288	0.0540980658097399	0.0007192467033115	0.0449830031649278	0.031276093129768	0.0561241101309184	0.0001928791232045	0.0599786585399895	0.0003144299927338	0.0239498424824028	0.0600502251228911	0.0563860138330269	0.06674487954696	0.0003197682130499	0.0003762124744272	0.0701749695908465	0.000390079802526	0.0661064597324438	0.0770557084494765	0.000498138303885
Phosphorylcholine incorporation in LPS	0.0015052146834577	0.0007987644002244	5.63217662505896e-05	0.0001255539676466		2.4420740046106345e-05	4.755012258421601e-05	0.0002066481622166	5.510832091559167e-05	0.0001550797873099	0.0001429227239699	3.446020501065165e-05	0.0001190055987373	0.0002189851820738	8.054241475081045e-05		0.0002075655031322	3.3983036121475314e-05	1.950399012630004e-05	0.0003249814411605	0.0002191492625627	0.0001341141587382
Photorespiration (oxidative C2 cycle)	0.0214644125838862	0.0253543040547964	0.0171181739052987	0.0283134727814237	0.0170764680530358	0.1144161403106721	0.022271553690416	0.0250416405324	0.0181690603272013	0.0269261802629327	0.0291844232270896	0.0407137749921679	0.028979373120775	0.0253740694719701	0.026314637780817	0.0183555892283053	0.0174625599090566	0.0257570420062572	0.0177675474930912	0.0243565169409857	0.0230442615433435	0.0152304113787293
Photorespiration (oxidative C2 cycle) in plants	9.486647164649868e-06												2.975139968434954e-06	2.670551000901151e-06						3.2716252465823945e-06		
Photosystem II	3.794658865859947e-05	2.2187900006234808e-05					2.3775061292108005e-05	9.18436276518508e-05		6.203191492397305e-05	2.8584544793982604e-05		0.0002142100777273	6.409322402162763e-05	7.434684438536349e-05			5.6638393535792186e-05		9.160550690430704e-05	8.483197260492829e-05	
Plasmid replication	0.0405146240460703	0.0351494548593211	0.0109907233357504	0.0200883732526941	0.0112611469136136	0.0166442606376743	0.0391452421664342	0.0330762068928745	0.0002686530644635	0.0364427653842638	0.0152088834667183	0.0078155744964158	0.0378324327939259	0.0288082425215432	0.0305102927836556	0.0118728753178732	0.008864776696275	0.030119920093044	0.0085524996703825	0.0316551553441823	0.0359557959442305	0.0109877814337723
Plasmid-encoded T-DNA transfer	0.0001138397659757	0.0003661003501028	2.81608831252948e-05	0.0004132818101701	4.230862960656359e-05		0.0001664254290447	0.0003214526967814		0.0002233148937263			0.0002558620372854	0.0001709152640576	0.0002849962368105			0.0003171750038004		0.0001439515108496	0.0002332879246635	
Plastidial (p)ppGpp-mediated response in plants	0.0548862394701152	0.0411428644965611	0.0235552042150137	0.0319633514191786	0.017676998756368	0.0299729915336783	0.0322963545992879	0.042614167624519	0.0225861781298272	0.0422364392711523	0.0141814392274746	0.0707406062547768	0.0431237046311413	0.0429761726216495	0.0346295357519872	0.022859253891314	0.0245501496479324	0.0354371189928524	0.0188283394016747	0.0402112031640516	0.0415633408190815	0.0202842191044359
Poly-gamma-glutamate biosynthesis	1.42299707469748e-05	5.546975001558702e-06	4.22413246879422e-05		8.461725921312718e-06	0.0184336903645528	1.1887530646054002e-05	2.2960906912962697e-05		1.5507978730993263e-05	1.4292272396991302e-05	1.7230102505325824e-05						1.4159598383948046e-05	9.751995063150018e-06			
Poly-gamma-glutamate biosynthesis COPY	0.0047796890631227	0.0037442081260521	0.0001454978961473	0.0011064443398858	0.0060444928831243	0.0285600554839213	0.0025954441910551	0.0043600211015836	0.0001056242817548	0.0045355668461911	0.0041066462687354	9.763724753017966e-05	0.0041929639288476	0.0038224486659565	0.0052042791069754	3.631935259332809e-05	9.51341889356343e-05	0.0050323212656551	3.575731523155006e-05	0.0047852971940011	0.0051983147657353	0.0001085686046928
Polyadenylation bacterial	0.1356951037137188	0.1236352315155749	0.132980383598163	0.1285840033991645	0.1380601098444847	0.1213497098816083	0.1260157498686032	0.1301245618995181	0.1391760644723268	0.1312773144614052	0.1492827851865742	0.1124436489497563	0.1299900138435245	0.1333032237609816	0.1258547512135675	0.1279507105328649	0.1349564955678277	0.1281186893029933	0.105705125154504	0.132029708451079	0.1325843612729791	0.1258246264505564
Polyamine Metabolism	0.5809523428688984	0.556878260406203	0.5061220672896177	0.5594304950632928	0.5503019989981311	0.5976522873222216	0.532445560434157	0.5504281943169248	0.5254235761527145	0.5527955517106119	0.5277733486169982	0.446141464589563	0.5482548404000169	0.550598643840719	0.577778722533144	0.574354515348516	0.5002240651635274	0.5729570298718089	0.5997918157992871	0.5863921055591839	0.5495875429480247	0.52576149802305
Polyglycerolphosphate lipoteichoic acid biosynthesis	0.0657993847340114	0.0324387098091152	0.0003660914806288	0.0063561696121104	0.0002961604072459	0.0366677411792286	0.0105323521524038	0.0248896230936515	0.0004959748882403	0.0248747978845131	0.0003430145375277	0.0001723010250532	0.0285732442568493	0.0271755269851701	0.0071001236388022	0.0002842384115999	0.0006745878851799	0.008439120636833	0.000195039901263	0.0191062914400411	0.0185782020004792	0.0001149549932042
Polyhydroxybutyrate metabolism	0.0819897791194412	0.0796929309498522	0.0379196415380985	0.0710717068708481	0.061870740499036	0.1206112790423091	0.061968457715824	0.0924311642045486	0.0327197226774951	0.0996148053717108	0.0330424216011116	0.0362821335056869	0.1158965960205324	0.0875686141872663	0.0810218122069164	0.0466132160749204	0.0384417149572158	0.0850698190731555	0.0346809869000362	0.0791619753609447	0.0999290957979635	0.0306553555781848
Polymyxin Synthetase Gene Cluster in Bacillus	0.0002466528262808	0.0002218790000623		1.5694245955828227e-05		0.0080863175477669	7.132518387632402e-05	0.000198994526579	2.7554160457795834e-05	7.85737589036992e-05			0.0001309061586111	0.0003080035487705		1.1843267149998292e-05		5.6638393535792186e-05		5.67081709407615e-05	0.0001131092968065	
Polyprenyl Diphosphate Biosynthesis	0.0208922811257444	0.017039284001097	0.0161478522224469	0.0143570482776126	0.0160599727010313	0.0126929026947782	0.0161639895866869	0.0178569284654934	0.0164754607674452	0.0167380311821364	0.0144379283173511	0.003977571257086	0.018309095300299	0.0172217081077037	0.0143063739612079	0.017863153508047	0.0160460333681597	0.0150654153166949	0.0262587058719619	0.0159881736497296	0.0169816738906034	0.0161437000538812
Polysaccharide deacetylases	0.0272646239512037	0.0148215172041648	8.44826493758844e-05	0.0032644031588122	0.0030462213316725	0.0191214394561012	0.0047550122584216	0.0109140844192949	8.266248137338751e-05	0.0114262787289958	0.0010576281573773	0.0001033806150319	0.0126621957056591	0.0140684626727472	0.0024286635832552	0.0001184326714999	0.0003372939425899	0.0031717500380043	0.000975199506315	0.00905585868254	0.0077762641554517	
Polyunsaturated Fatty Acids synthesis	7.589317731719894e-05	4.622479167965585e-05					0.0001149127962451	8.418999201419655e-05		0.0001426734043251			0.0002598288905766	5.519138735195712e-05	0.0001239114073089			0.0002510968780086		0.0001112352583838	0.0001484559520586	
Potassium homeostasis	0.7561356968564831	0.7580340769855867	0.8480379864712544	0.7681160437328961	0.7752520466094428	0.8079907103504863	0.778534307775729	0.7968401972559116	0.8157579120853268	0.7891858599413255	0.9060181138354702	1.0773902689435213	0.7960726803686569	0.7935250573273234	0.8214278716777922	0.7920350712301439	0.7778037234656682	0.8233591822821231	0.8220519003777793	0.8072523419259446	0.8017233076619007	0.7566816631841693
Predicted mycobacterial monooxygenase	5.69198829878992e-05	8.875160002493923e-05		0.0002824964272049			2.3775061292108005e-05	7.653635637654232e-05		4.962553193917844e-05	5.716908958796521e-05		3.570167962121945e-05	7.477542802523223e-05	4.956456292357566e-05	0.0007579690975998		1.1327678707158436e-05		1.3086500986329578e-05	5.6554648403285526e-05	
Predicted secretion system X	0.0002845994149394	0.0004104761501153		7.847122977914112e-05	4.230862960656359e-05	1.831555503457976e-05	0.0006181515935948	0.0004515645026215		0.0023944319160653	2.8584544793982604e-05		0.0035225657226269	0.0012925466844361	0.0002478228146178	2.3686534299996584e-05	2.594568789153663e-05	0.0004870901844078	1.950399012630004e-05	0.0001570380118359	0.0017531941005018	
Prenylated indole derivatives in actinomycetes	9.486647164649868e-06	1.1093950003117404e-05	1.40804415626474e-05	7.847122977914113e-06			1.1887530646054002e-05		1.3777080228897916e-05	6.203191492397305e-06	1.4292272396991302e-05		1.7850839810609726e-05					1.1327678707158436e-05				
Programmed frameshift	0.0207738599611502	0.0183279450018168	0.0197877138760404	0.0176795680692404	0.0185452826442103	0.0177636463095378	0.0184692601137525	0.0201652889357155	0.0189682840591466	0.0199804797970117	0.0183388911216594	0.0189014224483424	0.0203477756147848	0.0199935251600799	0.0185371465334172	0.0187597351655972	0.0194506173560219	0.0188568091545164	0.0168579487991653	0.0189928750981596	0.0197314455391696	0.0178563422777259
Proline Synthesis	0.0433166408096803	0.0377860861602012	0.0309254102018161	0.0328596406337537	0.034731959922687	0.0414732195187296	0.0347560262081782	0.0408896212859356	0.0330544957263232	0.0407428571121365	0.0309171117076114	0.0324242110669475	0.0433700037185282	0.0409713009669066	0.0366750770649298	0.0385342127399083	0.030820697320014	0.0386725872235848	0.0306894355875892	0.0377535894371547	0.0395098179711214	0.0400367257482412
Proline, 4-hydroxyproline uptake and utilization	0.3549194957399503	0.4172520230100385	0.4698814498168202	0.4199432315569857	0.47927560464186	0.484376672722151	0.4502673734736875	0.4049400104107832	0.4926958345640713	0.423551645208634	0.4391773217854559	0.3672598338055221	0.4235956788144736	0.4162637020119117	0.4251228002236553	0.4418961563729105	0.4621876652587259	0.4283036789086623	0.5106114050339017	0.3914874536348776	0.406948073260802	0.4884444000850104
Propanediol utilization	0.1450447899766625	0.1721056915499468	0.0103929313826456	0.1767422766610274	0.0107764561016486	0.0110377906142068	0.0832986846980135	0.1476202849406674	0.0098606827532579	0.1558621933258719	0.0136034529258963	0.0095879732129868	0.1369380694668932	0.1304944699523737	0.1354933087235004	0.0108954465624641	0.0104271363675054	0.1398271640745698	0.0090158833763476	0.1392646936791497	0.1330240112417055	0.0102226008559913
Prophage lysogenic conversion modules	0.0011004510710993	0.0007765765002182		1.5694245955828227e-05			0.000665701716179	0.0011480453456481		0.0010917617026619		3.446020501065165e-05	0.0010591498287628	0.0014420975404866	0.0008673798511625			0.0009401973326941		0.0010076605759473	0.0021066606530223	
Prophage-encoded Exotoxins	1.264886288619982e-05	1.1093950003117404e-05		5.231415318609408e-06						4.1354609949315366e-06			1.4280671848487782e-05	5.697175468589122e-06	6.608608389810088e-06						8.247552892145806e-06	
Propionate-CoA to Succinate Module	0.0462602145965634	0.0485759852816107	0.0201416495864489	0.0656467926769139	0.0279072015108143	0.0153144326962331	0.0351962919583684	0.0578189193769198	0.0190123906518752	0.058224467170525	0.0222094303412364	0.0439061719506262	0.0615408696301599	0.0595303125971662	0.0620127951912614	0.0186246838977113	0.018269492722275	0.0603488685966075	0.0102628677906354	0.0616921942886856	0.0638715592792852	0.0282665363137758
Propionyl-CoA to Succinyl-CoA Module	0.0094487005759912	0.0083444993940114	0.0057260462354766	0.0080563795906584	0.0074463188107551	0.0072424937622452	0.0090186732501396	0.0104038420434513	0.0071089733981113	0.0108018241187611	0.0128963937928851	5.169030751597748e-05	0.0119965577233879	0.0098347491526519	0.0106681821149791	0.0075638999531322	0.0069015529791487	0.010462999232512	0.0071384603862258	0.0098345054912266	0.0117775055299842	0.008027690358763
